"","Year","Temperature","Size","stock"
"95",1976,1.43021882595252,109.558290718951,"BBRKC"
"96",1977,3.04981070717636,115.605835187271,"BBRKC"
"97",1978,3.20802447394567,110.763828785905,"BBRKC"
"98",1979,5.00159633040913,114.099758440294,"BBRKC"
"99",1980,2.32774271720877,115.042983079624,"BBRKC"
"100",1981,4.63324706903616,106.665942330927,"BBRKC"
"101",1982,0.681216226212864,86.6644235111473,"BBRKC"
"102",1983,3.80048153095007,91.5895153696658,"BBRKC"
"103",1984,3.4725911270328,87.0361212479012,"BBRKC"
"104",1985,2.97819810200043,108.272088604046,"BBRKC"
"105",1986,1.78398273312105,115.845728022493,"BBRKC"
"106",1987,3.46592656300214,109.794968435608,"BBRKC"
"107",1988,2.53578320583972,120.486897482405,"BBRKC"
"108",1989,2.34059625702401,122.301700022497,"BBRKC"
"109",1990,2.58773520064225,121.175227786188,"BBRKC"
"110",1991,2.73413697586313,130.238199873338,"BBRKC"
"111",1992,2.08314612729468,120.373872604649,"BBRKC"
"112",1993,3.23017326606347,124.517073927402,"BBRKC"
"113",1994,2.42628587807403,113.373937653318,"BBRKC"
"114",1995,1.80205542093386,110.776386951089,"BBRKC"
"115",1996,4.36831322282113,102.321157303786,"BBRKC"
"116",1997,2.47563452400745,113.92437460668,"BBRKC"
"117",1998,3.83533087951608,116.031365182782,"BBRKC"
"118",1999,1.19141472104099,115.26225274764,"BBRKC"
"119",2000,2.57425927192762,121.251963398173,"BBRKC"
"120",2001,3.44497415080303,115.585333766744,"BBRKC"
"121",2002,3.24871283205404,106.307051207887,"BBRKC"
"122",2003,4.13261003562884,121.521741694695,"BBRKC"
"123",2004,3.82235496782164,110.347763876764,"BBRKC"
"124",2005,4.81165895304692,104.622515192566,"BBRKC"
"125",2006,2.9468134136599,109.732740039677,"BBRKC"
"126",2007,2.57315107361559,119.262897145929,"BBRKC"
"127",2008,2.4438860403637,122.976341510103,"BBRKC"
"128",2009,2.89301196607946,124.093772396944,"BBRKC"
"129",2010,2.94958806219692,127.476915482343,"BBRKC"
"130",2011,4.17283869462893,87.3171822416509,"BBRKC"
"131",2012,2.17416167971473,123.280352851217,"BBRKC"
"132",2013,2.74174887966804,130.25696216261,"BBRKC"
"133",2014,4.51389145501823,118.29978085918,"BBRKC"
"134",2015,4.58398713410797,128.812551666764,"BBRKC"
"135",2016,5.63782088395672,124.275689856637,"BBRKC"
"136",2017,3.41935748461582,134.160323993286,"BBRKC"
"137",2018,4.58539695902047,126.228579716993,"BBRKC"
"138",2019,5.36322927059623,122.555904511149,"BBRKC"
"139",2021,4.89907598367225,124.143737494982,"BBRKC"
"140",2022,3.53770058380999,129.178094467094,"BBRKC"
"141",2023,3.04549606965758,122.023489642151,"BBRKC"
"142",2024,3.05256084066772,123.468890567328,"BBRKC"
"143",2025,4.36380296972171,124.2283355955,"BBRKC"
"144",1975,NA,NA,"PIRKC"
"145",1976,2,158,"PIRKC"
"146",1977,4.5,111.166666666667,"PIRKC"
"147",1978,3.90437130125197,158.095961143989,"PIRKC"
"148",1979,5.52295762946552,154.691498199945,"PIRKC"
"149",1980,3.81374400858563,141.505378196638,"PIRKC"
"150",1981,4.2,167,"PIRKC"
"151",1982,2.76030887850343,152.766349138224,"PIRKC"
"152",1983,3.52321472708748,138.514699345535,"PIRKC"
"153",1984,1.17279499109316,133.743404396378,"PIRKC"
"154",1985,2.05830365163275,147.091941026502,"PIRKC"
"155",1986,2.2,85,"PIRKC"
"156",1987,2.77709753150905,131.942112814763,"PIRKC"
"157",1988,4.36755285342195,63.8063853090628,"PIRKC"
"158",1989,4.46364771459526,91.8279790351636,"PIRKC"
"159",1990,4.82556698550486,110.127859679282,"PIRKC"
"160",1991,4.99706071354543,128.454201481157,"PIRKC"
"161",1992,3.21982348930164,138.252483393214,"PIRKC"
"162",1993,3.65285848219308,148.126520531278,"PIRKC"
"163",1994,2.18287059798987,154.05886143334,"PIRKC"
"164",1995,2.54981686619318,162.284090374274,"PIRKC"
"165",1996,4.56768932342701,138.712595663624,"PIRKC"
"166",1997,3.46011573021561,139.355008464247,"PIRKC"
"167",1998,3.35787866823363,132.929716878806,"PIRKC"
"168",1999,1.98461900909033,87.6054556463392,"PIRKC"
"169",2000,3.02600812421224,144.153876712708,"PIRKC"
"170",2001,2.86065487677759,152.777624972736,"PIRKC"
"171",2002,3.9567172228371,149.290359594532,"PIRKC"
"172",2003,4.41631572344221,166.282015378413,"PIRKC"
"173",2004,3.64162722629912,163.82863393382,"PIRKC"
"174",2005,3.18064398054204,142.256476624608,"PIRKC"
"175",2006,2.07724550454241,177.172610027658,"PIRKC"
"176",2007,1.30834535318594,160.087920333064,"PIRKC"
"177",2008,1.78041726699238,161.724163185348,"PIRKC"
"178",2009,2.09574033502084,137.132292609872,"PIRKC"
"179",2010,0.815466429076321,140.943470161914,"PIRKC"
"180",2011,3.03898325822432,154.659487284894,"PIRKC"
"181",2012,0.325872474151896,154.665285295832,"PIRKC"
"182",2013,2.46453774192437,172.321178645912,"PIRKC"
"183",2014,4.30273067941404,176.142919999721,"PIRKC"
"184",2015,5.05905400020628,167.762607280615,"PIRKC"
"185",2016,4.88224548699042,142.133552179384,"PIRKC"
"186",2017,3.00255080374703,147.753824237575,"PIRKC"
"187",2018,4.41784507017184,142.488198255833,"PIRKC"
"188",2019,4.07835765146743,130.154685693491,"PIRKC"
"189",2021,3.99789361600451,141.960368014886,"PIRKC"
"190",2022,2.48631378358111,159.902931984032,"PIRKC"
"191",2023,2.51495591605485,155.206821177796,"PIRKC"
"192",2024,2.40979150469761,151.60898958736,"PIRKC"
"193",2025,2.47112090018035,130.220200229646,"PIRKC"
"194",1976,1.83515200488323,119.388258316209,"SMBKC"
"195",1977,NA,NA,"SMBKC"
"196",1978,1.7639155628499,100.698704162917,"SMBKC"
"197",1979,2.55606631201388,103.702592326957,"SMBKC"
"198",1980,0.336940211227826,107.004852487792,"SMBKC"
"199",1981,1.66137796133386,118.905902409042,"SMBKC"
"200",1982,0.888554905025418,116.870943657558,"SMBKC"
"201",1983,1.28488180513903,115.236995388674,"SMBKC"
"202",1984,0.0182575584456395,120.21918351456,"SMBKC"
"203",1985,0.126650281383884,120.216249558368,"SMBKC"
"204",1986,-0.523172028264486,104.294764973588,"SMBKC"
"205",1987,1.34113350262537,106.708579118686,"SMBKC"
"206",1988,0.176633805874034,100.141459375391,"SMBKC"
"207",1989,2.21330379911622,98.0829182055063,"SMBKC"
"208",1990,-0.00192442361771671,115.152473160214,"SMBKC"
"209",1991,0.741852460078658,116.033302019775,"SMBKC"
"210",1992,0.011080746680502,116.424591359449,"SMBKC"
"211",1993,1.54177695110783,108.166637090769,"SMBKC"
"212",1994,-0.738578181867843,114.907146370501,"SMBKC"
"213",1995,0.34844904625712,111.744836182762,"SMBKC"
"214",1996,2.13512017386127,115.253960800315,"SMBKC"
"215",1997,2.18049869890855,117.664177717927,"SMBKC"
"216",1998,2.08354295051395,115.256411944591,"SMBKC"
"217",1999,-0.724044853139414,116.358473835435,"SMBKC"
"218",2000,0.723800854836763,110.439379900971,"SMBKC"
"219",2001,1.20880026046255,118.368958256087,"SMBKC"
"220",2002,1.78274698514756,117.484394841733,"SMBKC"
"221",2003,2.18553316484346,109.181412100305,"SMBKC"
"222",2004,1.94056810518112,99.070606232934,"SMBKC"
"223",2005,1.7299421300393,108.396636101738,"SMBKC"
"224",2006,-0.784806465128013,104.836716200455,"SMBKC"
"225",2007,1.10507280339487,103.466138343182,"SMBKC"
"226",2008,-1.11421776055349,99.8148013197067,"SMBKC"
"227",2009,-0.0596560685108046,105.231034255608,"SMBKC"
"228",2010,1.88567778179931,104.773898548729,"SMBKC"
"229",2011,1.36830533068117,112.308398504049,"SMBKC"
"230",2012,-0.207582158269529,110.64829839241,"SMBKC"
"231",2013,-0.0384162165479455,104.818249553717,"SMBKC"
"232",2014,2.47012868115852,112.332288641261,"SMBKC"
"233",2015,2.61885342879931,114.72899287368,"SMBKC"
"234",2016,2.02039059501854,120.522548218398,"SMBKC"
"235",2017,3.23253066627228,119.956228177815,"SMBKC"
"236",2018,3.54458480385406,93.8827991539014,"SMBKC"
"237",2019,2.29279103116636,94.0502290764353,"SMBKC"
"238",2021,2.2127298272773,95.414340053229,"SMBKC"
"239",2022,0.953337107421733,83.8015630633456,"SMBKC"
"240",2023,0.086746179337169,106.713087775197,"SMBKC"
"241",2024,0.433840257778617,97.3796330930957,"SMBKC"
"242",2025,0.266997241823633,85.5633031353728,"SMBKC"
"243",1975,2.02853421879914,127.993097734385,"PIBKC"
"244",1976,1.52044758189079,123.926504656735,"PIBKC"
"245",1977,3.4362849138054,140.899217031818,"PIBKC"
"246",1978,3.71117915134119,136.035021393099,"PIBKC"
"247",1979,4.18352426447094,143.423336985395,"PIBKC"
"248",1980,3.6742575337279,135.659207858718,"PIBKC"
"249",1981,3.98754935595992,132.002265491991,"PIBKC"
"250",1982,3.10763910453693,131.136179693817,"PIBKC"
"251",1983,3.0210740350915,136.982903497007,"PIBKC"
"252",1984,1.88575127704602,142.77967482282,"PIBKC"
"253",1985,3.07099286143666,140.711110302279,"PIBKC"
"254",1986,2.42242658329678,154.080966123082,"PIBKC"
"255",1987,3.40294980516168,96.633357995427,"PIBKC"
"256",1988,2.31050161714,97.7358711424458,"PIBKC"
"257",1989,3.6844270346794,119.355984747155,"PIBKC"
"258",1990,2.20685578406049,118.080894174373,"PIBKC"
"259",1991,2.80176732721069,124.038784366386,"PIBKC"
"260",1992,0.424998799310493,123.276784404556,"PIBKC"
"261",1993,3.34434575138522,122.390275028157,"PIBKC"
"262",1994,1.84516680987154,133.165301258242,"PIBKC"
"263",1995,0.524270499577794,131.049798405705,"PIBKC"
"264",1996,3.69643499970381,130.16217782646,"PIBKC"
"265",1997,2.10064158079265,132.421404833687,"PIBKC"
"266",1998,2.79340043626002,123.404012533933,"PIBKC"
"267",1999,1.76409168803406,140.168644833241,"PIBKC"
"268",2000,3.12383769789246,142.88856111043,"PIBKC"
"269",2001,2.80869912262396,146.893924115119,"PIBKC"
"270",2002,3.563151862289,151.661352808042,"PIBKC"
"271",2003,3.99377484869237,146.934993584017,"PIBKC"
"272",2004,3.69914648535336,106.28558278541,"PIBKC"
"273",2005,4.18524855008511,61.1367296621375,"PIBKC"
"274",2006,1.37176404873918,95.9768645929945,"PIBKC"
"275",2007,0.508187268556972,121.019428882119,"PIBKC"
"276",2008,0.538834736017455,106.260500636057,"PIBKC"
"277",2009,0.176070382696419,119.037670095696,"PIBKC"
"278",2010,-0.727440663589454,122.334862177884,"PIBKC"
"279",2011,2.94855412342926,145.852244128931,"PIBKC"
"280",2012,0,120.083126475752,"PIBKC"
"281",2013,0.850028975327843,77.725516824314,"PIBKC"
"282",2014,4.00056855966703,130.978394732653,"PIBKC"
"283",2015,4.78109599754722,132.084110268655,"PIBKC"
"284",2016,4.77670829463599,104.045554523626,"PIBKC"
"285",2017,2.5,148,"PIBKC"
"286",2018,4.48770184500206,111.919772447895,"PIBKC"
"287",2019,4.24828544583642,96.7375340054512,"PIBKC"
"288",2021,4.07950363869562,131.797104559058,"PIBKC"
"289",2022,1.7,148,"PIBKC"
"290",2023,NA,NA,"PIBKC"
"291",2024,NA,NA,"PIBKC"
"292",2025,3.34918057583291,155.540971208355,"PIBKC"
