"","stock","est_m","up_m","dn_m","sd","Year"
"63","PIRKC",0.0901933120905539,0.239873782554533,0.0339129748121376,0.49906,1987
"64","PIRKC",0.101601193180922,0.283822794101241,0.0363705899255747,0.52413,1988
"65","PIRKC",0.137978141679133,0.423340186392457,0.0449708489606459,0.57198,1989
"66","PIRKC",0.20241605937061,0.693665099853439,0.0590663435421258,0.6284,1990
"67","PIRKC",0.284621514673862,0.965959858481502,0.0838641542958015,0.62345,1991
"68","PIRKC",0.377475353940205,1.0481920259684,0.135936583471566,0.52108,1992
"69","PIRKC",0.529691774051521,1.17510605136018,0.238764301462907,0.40654,1993
"70","PIRKC",0.748727634836448,1.53948693219073,0.364142792930397,0.36777,1994
"71","PIRKC",0.836440408654186,1.9373835941466,0.361122371090255,0.42854,1995
"72","PIRKC",0.50292712504744,1.06864169700681,0.236688961152217,0.38454,1996
"73","PIRKC",0.354871332098027,0.827068299753828,0.152265130198451,0.4317,1997
"74","PIRKC",0.306794541919787,0.769025615414039,0.122392400285778,0.46885,1998
"75","PIRKC",0.338774698074829,0.935320900018598,0.122704727386515,0.51814,1999
"76","PIRKC",0.392609421390119,1.02458125765239,0.150444053717582,0.4894,2000
"77","PIRKC",0.476151118164395,1.14784101542358,0.197518545062217,0.44893,2001
"78","PIRKC",0.502288813012567,1.18145224751767,0.213545703779111,0.43639,2002
"79","PIRKC",0.436468094632229,1.11129633137198,0.171425381560197,0.47682,2003
"80","PIRKC",0.333574183193795,0.939486339890144,0.11843890748472,0.5283,2004
"81","PIRKC",0.253219139785274,0.682685905502174,0.0939230358160517,0.50601,2005
"82","PIRKC",0.25349529912714,0.689687694858183,0.0931724129031641,0.51066,2006
"83","PIRKC",0.287173992864874,0.776219607096375,0.106244291465979,0.50732,2007
"84","PIRKC",0.303521752163927,0.83011187343782,0.11097956430274,0.51332,2008
"85","PIRKC",0.262703305388546,0.736079757467591,0.0937575391279612,0.52567,2009
"86","PIRKC",0.203892986246445,0.59014370732728,0.0704444516214044,0.54223,2010
"87","PIRKC",0.162317659924838,0.467338427320465,0.0563767522275857,0.53954,2011
"88","PIRKC",0.152063056312306,0.435477390598227,0.0530984468867022,0.53681,2012
"89","PIRKC",0.179911538800848,0.511005768598339,0.0633420673165261,0.53261,2013
"90","PIRKC",0.269549023444885,0.748658305867443,0.0970491818105277,0.52119,2014
"91","PIRKC",0.448211526783402,1.16020881285486,0.173152944983395,0.48525,2015
"92","PIRKC",0.63245892575937,1.43806146244171,0.278155213264336,0.4191,2016
"93","PIRKC",0.644384294667941,1.38226685493318,0.300398665954246,0.38938,2017
"94","PIRKC",0.5263441513812,1.24435882841126,0.222635271569461,0.43899,2018
"95","PIRKC",0.395778724664876,0.919645692466355,0.170327333864053,0.43017,2019
"96","PIRKC",0.34404252846207,0.767719536024305,0.154177737880083,0.40952,2020
"97","PIRKC",0.371747655618758,0.787293629817489,0.175533389607229,0.38285,2021
"98","PIRKC",0.459516697240512,0.948150153027364,0.222702695737196,0.36956,2022
"99","PIRKC",0.455226582712748,1.01759662808244,0.203647728274054,0.41041,2023
"100","PIRKC",0.356714334854421,0.758794719469439,0.167693729839875,0.3851,2024
"101","PIRKC",0.292585016453557,2.17166032126421,0.0394196049054731,1.0227,2025
"102","SMBKC",0.147166600089399,0.724155449781704,0.0299079544155911,0.81298,1978
"103","SMBKC",0.136463240635273,0.399923020157983,0.0465645014316106,0.54858,1979
"104","SMBKC",0.12650923114484,0.351710389196369,0.0455050122386996,0.52168,1980
"105","SMBKC",0.125464804747498,0.31296484845634,0.0502977165262182,0.46636,1981
"106","SMBKC",0.163675413223426,0.421591180960141,0.0635441207115573,0.48273,1982
"107","SMBKC",0.201796603949014,0.576038142995746,0.0706930085455403,0.53516,1983
"108","SMBKC",0.146702287633167,0.377768539604952,0.0569702316114266,0.48259,1984
"109","SMBKC",0.0888949449752212,0.215373919710579,0.0366911242213857,0.45149,1985
"110","SMBKC",0.0639854221803464,0.157402289084662,0.0260106398414261,0.45926,1986
"111","SMBKC",0.0564951774127094,0.139391159623735,0.0228974712564916,0.46078,1987
"112","SMBKC",0.05999464324474,0.146967353779524,0.0244908622595414,0.45712,1988
"113","SMBKC",0.0748963590840723,0.190317338010385,0.029474269988708,0.47581,1989
"114","SMBKC",0.0914786195614404,0.230769938953416,0.036262686010226,0.4721,1990
"115","SMBKC",0.11063597185079,0.274674642481932,0.0445629715097341,0.46395,1991
"116","SMBKC",0.138493761180152,0.320801476642519,0.0597893815407793,0.42857,1992
"117","SMBKC",0.188184577986479,0.442852908084399,0.0799665865244812,0.43664,1993
"118","SMBKC",0.183484148392667,0.421118168252104,0.0799453342303379,0.42387,1994
"119","SMBKC",0.150819729460478,0.332327882343152,0.0684462303739065,0.40308,1995
"120","SMBKC",0.182929947495243,0.396772107357527,0.0843390073800196,0.39503,1996
"121","SMBKC",0.355393376564887,0.689955069622592,0.183061850933686,0.33847,1997
"122","SMBKC",0.741781910631352,1.38423605136932,0.397504748121239,0.31829,1998
"123","SMBKC",0.411926641540313,0.787744720788769,0.21540424649343,0.33078,1999
"124","SMBKC",0.28218849763922,0.602599067348227,0.132144824834028,0.38708,2000
"125","SMBKC",0.304501276415576,0.760544389613999,0.12191402448682,0.46702,2001
"126","SMBKC",0.267434661113882,0.633385523730899,0.112919060012309,0.4399,2002
"127","SMBKC",0.223997586889468,0.571027448244922,0.0878677882937492,0.47745,2003
"128","SMBKC",0.174980629457389,0.481590264548394,0.0635773248323782,0.51654,2004
"129","SMBKC",0.140658543909601,0.378017193102041,0.0523384288751876,0.50439,2005
"130","SMBKC",0.144690254109597,0.377697525795013,0.0554286650150362,0.48954,2006
"131","SMBKC",0.201480636295937,0.512941846441617,0.0791404465902474,0.47677,2007
"132","SMBKC",0.323712339047934,0.764436437229698,0.137080957092574,0.43841,2008
"133","SMBKC",0.486518670942,1.02269203439475,0.231448382518451,0.37904,2009
"134","SMBKC",0.416332940949622,0.925616201013615,0.187262406956522,0.40764,2010
"135","SMBKC",0.23485898706162,0.654088117737119,0.0843292246225745,0.52258,2011
"136","SMBKC",0.161288595501351,0.491150048555709,0.0529655063972731,0.56814,2012
"137","SMBKC",0.145382075303503,0.417979705111883,0.0505669236115084,0.53881,2013
"138","SMBKC",0.171371768086429,0.477770685045738,0.061469411615862,0.52311,2014
"139","SMBKC",0.213187973021647,0.586884407106277,0.0774413347684129,0.51666,2015
"140","SMBKC",0.240609497978706,0.677366224728649,0.085467695914063,0.52808,2016
"141","SMBKC",0.233031882503148,0.651395431187621,0.0833654269940988,0.52446,2017
"142","SMBKC",0.244382660846839,0.706491011157046,0.0845345290731595,0.54162,2018
"143","SMBKC",0.314846519052562,0.91201795646069,0.10869120487957,0.54264,2019
"144","SMBKC",0.417976528478196,1.06238077101021,0.164446103624936,0.47594,2020
"145","SMBKC",0.517425357997093,1.19525936060825,0.223992390205734,0.42717,2021
"146","SMBKC",0.584323798685776,1.39440750855232,0.244859769914071,0.44376,2022
"147","SMBKC",0.433358477883091,1.13754769427848,0.165091601255687,0.49238,2023
"148","SMBKC",0.284190639549451,0.757020610017887,0.106687081618052,0.49987,2024
"149","SMBKC",0.197404570254301,1.36497757509481,0.0285488678116772,0.98655,2025
"150","PIBKC",0.0670176005039779,0.467570658732664,0.00960573272387208,0.99112,1975
"151","PIBKC",0.0697456657497464,0.265838366401152,0.0182985547072421,0.68267,1976
"152","PIBKC",0.071876924828543,0.253293597157069,0.0203964584213488,0.64265,1977
"153","PIBKC",0.0744408819113941,0.250711701399217,0.0221028570617942,0.61954,1978
"154","PIBKC",0.0849476580341966,0.254545214157222,0.0283490091510332,0.55992,1979
"155","PIBKC",0.127609558627921,0.350690503816457,0.0464346746661144,0.51578,1980
"156","PIBKC",0.255278544145413,0.597503462627975,0.109065702840247,0.43388,1981
"157","PIBKC",0.552777339273527,0.949034240890935,0.321972352153978,0.27576,1982
"158","PIBKC",0.903661893648917,1.34923747562259,0.605234314038259,0.20451,1983
"159","PIBKC",0.490966196396802,0.902289731867898,0.267151223704311,0.31049,1984
"160","PIBKC",0.166032786681273,0.388402152738199,0.0709751119009129,0.4336,1985
"161","PIBKC",0.0718194462831638,0.192073724285964,0.0268544429155799,0.5019,1986
"162","PIBKC",0.0482191034167032,0.136826059296704,0.0169929759452389,0.53212,1987
"163","PIBKC",0.046868943892416,0.137048883901324,0.0160285719887516,0.54744,1988
"164","PIBKC",0.061267852661655,0.187626724099396,0.0200064771571756,0.57102,1989
"165","PIBKC",0.101688607789952,0.325560293825617,0.0317623897949838,0.59369,1990
"166","PIBKC",0.194629018819636,0.602858240665456,0.062834763484166,0.57683,1991
"167","PIBKC",0.341840850378092,0.930415144967618,0.125594652687306,0.51086,1992
"168","PIBKC",0.406728252831541,0.992395461928417,0.166695514034233,0.45509,1993
"169","PIBKC",0.318577342453567,0.739866140768518,0.137175520722377,0.4299,1994
"170","PIBKC",0.253360982215728,0.674143690593645,0.0952197405463985,0.4993,1995
"171","PIBKC",0.245249308527592,0.707760726025539,0.0849824257288494,0.54073,1996
"172","PIBKC",0.288653001246818,0.767552191406677,0.10855360203727,0.49897,1997
"173","PIBKC",0.385432191109251,0.965347440957377,0.153890679811558,0.46843,1998
"174","PIBKC",0.459461558545231,1.05776945154762,0.199575553512106,0.42544,1999
"175","PIBKC",0.55416101149132,1.21818884204536,0.252090986272266,0.40187,2000
"176","PIBKC",0.59779941961557,1.23657616087898,0.288994853207175,0.37084,2001
"177","PIBKC",0.545146888745014,1.3415450873874,0.221524519080551,0.45945,2002
"178","PIBKC",0.509130963422954,1.46857244045904,0.176507696028233,0.54048,2003
"179","PIBKC",0.475228280437184,1.20480147219,0.187451562552263,0.47463,2004
"180","PIBKC",0.49907943875457,1.49522515372312,0.166583798812751,0.55983,2005
"181","PIBKC",0.44748601193571,1.68052391673862,0.119155537677047,0.67511,2006
"182","PIBKC",0.347277884373489,1.55192547201638,0.077711160200387,0.76384,2007
"183","PIBKC",0.246666020759013,1.30004541698559,0.0468015386248313,0.84802,2008
"184","PIBKC",0.184242399459683,1.08780184055184,0.0312053726085268,0.90595,2009
"185","PIBKC",0.156143472325209,0.883356519962789,0.0276001630132307,0.88416,2010
"186","PIBKC",0.162769530828966,0.867645550221206,0.0305354187081662,0.8538,2011
"187","PIBKC",0.214150979721521,1.1107026132681,0.0412897580034932,0.83983,2012
"188","PIBKC",0.323010644885716,1.34374111395329,0.0776458170596046,0.72731,2013
"189","PIBKC",0.491481981642885,1.40571152769312,0.171837915191623,0.53616,2014
"190","PIBKC",0.625314847555148,1.47097051907343,0.265823586198873,0.43644,2015
"191","PIBKC",0.487448809603151,1.24472870681627,0.190890063579614,0.47831,2016
"192","PIBKC",0.284091190230254,0.913460083812495,0.0883539475853106,0.59589,2017
"193","PIBKC",0.162238143754528,0.585699277180111,0.0449398118017835,0.65497,2018
"194","PIBKC",0.105090856813259,0.383607877680074,0.028790045325804,0.66061,2019
"195","PIBKC",0.0769869001133487,0.26836588151935,0.0220854557051261,0.6371,2020
"196","PIBKC",0.0625743393156314,0.208690789207679,0.0187624377465515,0.61454,2021
"197","PIBKC",0.0569717356453943,0.183440667802151,0.0176938881728746,0.5966,2022
"198","PIBKC",0.0637363650110031,0.197526208930443,0.0205660010730339,0.5771,2023
"199","PIBKC",0.096794994088364,0.240608728029545,0.0389398628939843,0.46458,2024
"200","PIBKC",0.197404570254301,1.57911411012615,0.0246774847412212,1.0609,2025
"201","Snow_imm",0.385879551870015,2.02287304417431,0.073609675594932,0.84528,1982
"202","Snow_imm",0.355832558523984,1.68434539717543,0.0751727109641853,0.7932,1983
"203","Snow_imm",0.349783110803632,1.59062719386031,0.0769182276498981,0.77274,1984
"204","Snow_imm",0.142323876226872,0.567698733352271,0.0356810479823155,0.70586,1985
"205","Snow_imm",0.127769170312727,0.498831557668157,0.0327263995860955,0.69492,1986
"206","Snow_imm",0.196049127627237,0.827262849096036,0.0464607597033997,0.73457,1987
"207","Snow_imm",0.292880676603417,1.23682943761138,0.0693540177159234,0.73497,1988
"208","Snow_imm",0.419886853679305,1.69757438531467,0.103856992316732,0.71274,1989
"209","Snow_imm",0.470198656582293,2.13247910078418,0.103675940631959,0.77137,1990
"210","Snow_imm",0.625252319196863,2.43759622491773,0.160379499551551,0.69419,1991
"211","Snow_imm",0.48103752373311,2.42810422851416,0.0952994918924393,0.82598,1992
"212","Snow_imm",0.618109285363825,2.30850100889573,0.165500940731984,0.67229,1993
"213","Snow_imm",0.507864804346274,2.0610451324611,0.125143625159575,0.71467,1994
"214","Snow_imm",0.496590269669277,1.88740184851085,0.130656805345811,0.68122,1995
"215","Snow_imm",0.660445943602702,2.05697159164629,0.212053898164029,0.57963,1996
"216","Snow_imm",1.02531512052443,2.48690160423603,0.422723237053431,0.45206,1997
"217","Snow_imm",0.632155418322618,2.20226945694759,0.181458482137117,0.63679,1998
"218","Snow_imm",0.168141397799866,0.706324016421564,0.0400262896302527,0.73228,1999
"219","Snow_imm",0.217062488816472,0.991155742587017,0.0475365495317853,0.77484,2000
"220","Snow_imm",1.10627664176342,2.44857347529808,0.49982082239226,0.40536,2001
"221","Snow_imm",0.387255731220488,1.99693758587131,0.0750984920230648,0.83688,2002
"222","Snow_imm",0.307355567889042,1.53499634510924,0.0615424560542995,0.82055,2003
"223","Snow_imm",0.31861557402851,1.56251952726511,0.0649693538174211,0.81126,2004
"224","Snow_imm",0.574985762132531,2.14912847608812,0.153833812326058,0.67269,2005
"225","Snow_imm",0.348268620144485,1.70212590133908,0.0712585547766604,0.80952,2006
"226","Snow_imm",0.418830070913567,1.8466825257399,0.0949912212068935,0.75698,2007
"227","Snow_imm",0.307180425135772,1.43358915738225,0.0658206802839497,0.78597,2008
"228","Snow_imm",0.249646340665987,1.16761919550433,0.0533763881648062,0.78708,2009
"229","Snow_imm",0.568013552789926,2.2773461597249,0.141673409979978,0.70848,2010
"230","Snow_imm",0.74633553580468,2.36375817624778,0.235648780658716,0.58818,2011
"231","Snow_imm",0.420542388355149,1.93074434587016,0.0915998541089842,0.77761,2012
"232","Snow_imm",0.314190747939288,1.61303871384681,0.0611986713296112,0.83463,2013
"233","Snow_imm",0.884971356530714,2.94273317249003,0.266138401266303,0.61303,2014
"234","Snow_imm",0.840070048122129,2.79874191461653,0.252155328101631,0.614,2015
"235","Snow_imm",0.281118216170886,1.40195431150988,0.0563694913695081,0.81982,2016
"236","Snow_imm",0.198521077621675,0.881817288791691,0.0446924989575488,0.76076,2017
"237","Snow_imm",0.560604283141324,2.23039343910055,0.140906602739621,0.70455,2018
"238","Snow_imm",2.61771028854829,3.66149524181432,1.87147782592123,0.17121,2019
"239","Snow_imm",0.345590752576975,766.225107048719,0.000155871906529846,3.9306,2020
"240","Snow_imm",0.107302857366815,0.396626439385982,0.0290295907073361,0.66701,2021
"241","Snow_imm",0.133473810021741,0.538811872290265,0.0330639669946292,0.71197,2022
"242","Snow_imm",0.146821164624832,0.593146180645318,0.0363425662765619,0.71236,2023
"243","Snow_imm",0.207444799750746,0.94950697764458,0.0453217785196049,0.77606,2024
"244","Snow_imm",0.269636641114605,1.82155913146458,0.0399130157103988,0.97468,2025
"245","Snow_mat",0.349511085375039,3.45771511658666,0.0353291103174018,1.1693,1982
"246","Snow_mat",0.97940503384875,2.62476560835086,0.365455192370856,0.50296,1983
"247","Snow_mat",1.93131284068392,3.31739421582022,1.12436721291755,0.27601,1984
"248","Snow_mat",0.368262234808449,1.97646283472845,0.0686160504529528,0.85728,1985
"249","Snow_mat",0.14852529478385,0.674236728842438,0.0327181273979288,0.77185,1986
"250","Snow_mat",0.197282217354062,0.940417644247699,0.0413861580779571,0.79678,1987
"251","Snow_mat",0.504137465042284,2.12871242151909,0.119393573828958,0.73491,1988
"252","Snow_mat",0.537683060117875,2.10781865512915,0.137157469611639,0.69701,1989
"253","Snow_mat",0.760567814741945,2.50818152866034,0.230630595996097,0.6088,1990
"254","Snow_mat",1.49272006104201,2.96104308547076,0.752509543535745,0.34946,1991
"255","Snow_mat",0.514462300729031,2.10995158135592,0.125439588856026,0.72005,1992
"256","Snow_mat",0.542047306492397,2.36503495036093,0.12423295580931,0.75163,1993
"257","Snow_mat",0.467557940983709,1.98399244323083,0.110187127437305,0.73742,1994
"258","Snow_mat",0.959358928882793,2.46157059630036,0.373895250378119,0.48076,1995
"259","Snow_mat",1.03665584649092,2.35641642259729,0.456054937386367,0.41895,1996
"260","Snow_mat",0.827894125935703,2.12570943834802,0.322437616070191,0.48111,1997
"261","Snow_mat",1.07839087550651,2.3667279750634,0.491364826303933,0.40104,1998
"262","Snow_mat",0.350350919377622,1.75955968715932,0.0697593651437362,0.82341,1999
"263","Snow_mat",0.266969729411427,1.27091358484231,0.0560800020332254,0.7961,2000
"264","Snow_mat",0.678561610398405,2.99516223884967,0.153729855810187,0.75754,2001
"265","Snow_mat",0.755043436197924,2.88544634413906,0.197574490235641,0.68401,2002
"266","Snow_mat",0.522279183385722,3.46329137030654,0.0787619395055154,0.96519,2003
"267","Snow_mat",0.438515552629803,2.70586489347324,0.0710663309029413,0.92846,2004
"268","Snow_mat",0.727952121586288,3.36278533728573,0.157581956078617,0.78076,2005
"269","Snow_mat",0.761739991521106,2.9492284683717,0.196745630562469,0.69066,2006
"270","Snow_mat",1.00105055144299,2.69067367752208,0.372435429430141,0.50446,2007
"271","Snow_mat",0.723380439140828,2.54279838257599,0.205788733907195,0.64137,2008
"272","Snow_mat",0.304717549089545,1.53837582378409,0.0603576728700405,0.82607,2009
"273","Snow_mat",0.341960515615919,1.67139398533552,0.0699637519736743,0.80955,2010
"274","Snow_mat",0.549581609633159,2.00949450421166,0.150306430305699,0.66147,2011
"275","Snow_mat",0.909736756401554,2.5530307938096,0.324171948084126,0.52647,2012
"276","Snow_mat",0.603493505436232,2.32521567923673,0.156632528481514,0.68818,2013
"277","Snow_mat",1.07821834676909,2.59454094198537,0.448077262723738,0.44801,2014
"278","Snow_mat",0.670018469874649,2.57869949463576,0.174089594738365,0.68762,2015
"279","Snow_mat",0.3775621832566,2.74799622326103,0.051875326835902,1.0127,2016
"280","Snow_mat",0.45475339316794,2.79530157830212,0.0739815160564417,0.9265,2017
"281","Snow_mat",1.13525807052556,2.83878345646233,0.454001126348515,0.46761,2018
"282","Snow_mat",1.96521174935208,2.98807210946563,1.29249130486417,0.21379,2019
"283","Snow_mat",0.509003696591115,16.5509582425681,0.0156537621173539,1.7764,2020
"284","Snow_mat",1.09089667971828,2.20718511486789,0.539173428546608,0.35955,2021
"285","Snow_mat",0.386988616930973,1.97985973244991,0.0756418180437623,0.83285,2022
"286","Snow_mat",0.152712226683347,0.680988404597736,0.0342458462157836,0.76275,2023
"287","Snow_mat",0.150258219736245,0.80151916163547,0.0281684252591506,0.85416,2024
"288","Snow_mat",0.14152201372089,0.900870644944326,0.0222323598621127,0.94434,2025
"289","Tanner_imm",0.239261065245165,1.55452308369322,0.0368253504516941,0.95478,1975
"290","Tanner_imm",0.176107618863632,0.975260367543242,0.0318006293026597,0.87327,1976
"291","Tanner_imm",0.148384262754626,0.761006027996537,0.0289326084462161,0.8341,1977
"292","Tanner_imm",0.135619785954709,0.672076167760726,0.0273670265733173,0.81659,1978
"293","Tanner_imm",0.130174424619073,0.637674317571138,0.0265737232282625,0.81069,1979
"294","Tanner_imm",0.245440677612484,1.38555059201157,0.0434781137362989,0.88306,1980
"295","Tanner_imm",0.221904537689168,1.24861632724297,0.039436953348009,0.8814,1981
"296","Tanner_imm",0.125180322650061,0.600613287480786,0.0260901873225285,0.8001,1982
"297","Tanner_imm",0.104152407067123,0.469746730874828,0.0230927075909043,0.76854,1983
"298","Tanner_imm",0.0999835106590459,0.445218191056986,0.0224534904559369,0.76202,1984
"299","Tanner_imm",0.0749525524232535,0.307244448207343,0.0182847408554942,0.71979,1985
"300","Tanner_imm",0.0646220238387051,0.254470083499833,0.0164105969062289,0.6993,1986
"301","Tanner_imm",0.0600726869984069,0.231768836139197,0.0155703751346502,0.68887,1987
"302","Tanner_imm",0.0620509163196867,0.241082133655989,0.0159709728702125,0.69244,1988
"303","Tanner_imm",0.0799742956749972,0.330319140311708,0.0193627531322477,0.72365,1989
"304","Tanner_imm",0.148471835301012,0.732829653807936,0.0300805047436417,0.81455,1990
"305","Tanner_imm",0.25434847586646,1.42851008140478,0.0452871477896558,0.88045,1991
"306","Tanner_imm",0.342837056028917,2.0782861755209,0.0565548904530028,0.91941,1992
"307","Tanner_imm",0.538175803442933,2.80064122530474,0.103416743563764,0.84154,1993
"308","Tanner_imm",0.417872047406754,2.40993843130529,0.0724570577138502,0.89397,1994
"309","Tanner_imm",0.22859829182064,1.41802491715903,0.0368520879929319,0.93115,1995
"310","Tanner_imm",0.241404820883073,1.4694373905283,0.0396589115815521,0.92151,1996
"311","Tanner_imm",0.286590761193253,1.76239063021474,0.0466038930264403,0.92672,1997
"312","Tanner_imm",0.241549707237162,1.47109761641681,0.0396617195318924,0.92178,1998
"313","Tanner_imm",0.205770049138457,1.22990336345367,0.0344265365723901,0.91221,1999
"314","Tanner_imm",0.17075252379436,0.971473196844699,0.0300125875596386,0.88704,2000
"315","Tanner_imm",0.51101823729121,2.94055047435719,0.0888063786428633,0.89283,2001
"316","Tanner_imm",0.501014618339799,4.16803207517138,0.060224020176201,1.0809,2002
"317","Tanner_imm",0.299545186405634,2.08084404028114,0.0431206361273779,0.98891,2003
"318","Tanner_imm",0.146730163715961,0.785927759350598,0.0273940456841766,0.85626,2004
"319","Tanner_imm",0.135424634006059,0.686690223765817,0.0267075762271658,0.8283,2005
"320","Tanner_imm",0.186707884215182,1.07916327986113,0.0323026502834636,0.8951,2006
"321","Tanner_imm",0.303655938431364,1.97836827220834,0.0466075655579066,0.95619,2007
"322","Tanner_imm",0.450597860098468,2.57782391696889,0.0787634990073566,0.88986,2008
"323","Tanner_imm",0.151958168993737,0.797929365389078,0.0289390090470848,0.84613,2009
"324","Tanner_imm",0.120088056636428,0.573218218321234,0.0251582048263376,0.79747,2010
"325","Tanner_imm",0.137413589421221,0.681873719709157,0.0276920696777665,0.81727,2011
"326","Tanner_imm",0.198137310750667,1.12079807666328,0.0350271781589619,0.8841,2012
"327","Tanner_imm",0.377426285333721,2.42230411298399,0.0588078929054574,0.94852,2013
"328","Tanner_imm",1.16520845227127,2.92850484213906,0.46361908565352,0.4702,2014
"329","Tanner_imm",0.848742021880207,3.10785134012863,0.231788120108566,0.66221,2015
"330","Tanner_imm",0.358219267865348,2.47665881549332,0.051812160426476,0.98649,2016
"331","Tanner_imm",0.211484345454241,1.2929749163152,0.0345912575780437,0.92375,2017
