"","values","Year","process","species","species_process"
"805",0.901726,1983,"Other mortality","PIBKC","PIBKC_O"
"806",0.489897,1984,"Other mortality","PIBKC","PIBKC_O"
"807",0.165673,1985,"Other mortality","PIBKC","PIBKC_O"
"808",0.0716605,1986,"Other mortality","PIBKC","PIBKC_O"
"809",0.0481128,1987,"Other mortality","PIBKC","PIBKC_O"
"810",0.0467665,1988,"Other mortality","PIBKC","PIBKC_O"
"811",0.0611376,1989,"Other mortality","PIBKC","PIBKC_O"
"812",0.101468,1990,"Other mortality","PIBKC","PIBKC_O"
"813",0.194206,1991,"Other mortality","PIBKC","PIBKC_O"
"814",0.3411,1992,"Other mortality","PIBKC","PIBKC_O"
"815",0.405844,1993,"Other mortality","PIBKC","PIBKC_O"
"816",0.317884,1994,"Other mortality","PIBKC","PIBKC_O"
"817",0.252811,1995,"Other mortality","PIBKC","PIBKC_O"
"818",0.244717,1996,"Other mortality","PIBKC","PIBKC_O"
"819",0.288027,1997,"Other mortality","PIBKC","PIBKC_O"
"820",0.384597,1998,"Other mortality","PIBKC","PIBKC_O"
"821",0.458463,1999,"Other mortality","PIBKC","PIBKC_O"
"822",0.552936,2000,"Other mortality","PIBKC","PIBKC_O"
"823",0.596519,2001,"Other mortality","PIBKC","PIBKC_O"
"824",0.543955,2002,"Other mortality","PIBKC","PIBKC_O"
"825",0.508025,2003,"Other mortality","PIBKC","PIBKC_O"
"826",0.474197,2004,"Other mortality","PIBKC","PIBKC_O"
"827",0.497997,2005,"Other mortality","PIBKC","PIBKC_O"
"828",0.446515,2006,"Other mortality","PIBKC","PIBKC_O"
"829",0.346523,2007,"Other mortality","PIBKC","PIBKC_O"
"830",0.246129,2008,"Other mortality","PIBKC","PIBKC_O"
"831",0.183842,2009,"Other mortality","PIBKC","PIBKC_O"
"832",0.155804,2010,"Other mortality","PIBKC","PIBKC_O"
"833",0.162416,2011,"Other mortality","PIBKC","PIBKC_O"
"834",0.213686,2012,"Other mortality","PIBKC","PIBKC_O"
"835",0.322309,2013,"Other mortality","PIBKC","PIBKC_O"
"836",0.490414,2014,"Other mortality","PIBKC","PIBKC_O"
"837",0.623974,2015,"Other mortality","PIBKC","PIBKC_O"
"838",0.486392,2016,"Other mortality","PIBKC","PIBKC_O"
"839",0.283475,2017,"Other mortality","PIBKC","PIBKC_O"
"840",0.161885,2018,"Other mortality","PIBKC","PIBKC_O"
"841",0.104863,2019,"Other mortality","PIBKC","PIBKC_O"
"842",0.0768201,2020,"Other mortality","PIBKC","PIBKC_O"
"843",0.0624354,2021,"Other mortality","PIBKC","PIBKC_O"
"844",0.0568502,2022,"Other mortality","PIBKC","PIBKC_O"
"845",0.0635988,2023,"Other mortality","PIBKC","PIBKC_O"
"846",0.0965849,2024,"Other mortality","PIBKC","PIBKC_O"
"847",0.0444581,2025,"Other mortality","PIBKC","PIBKC_O"
"848",0.0609632,1975,"Fishing mortality","PIBKC","PIBKC_F"
"849",0.158542,1976,"Fishing mortality","PIBKC","PIBKC_F"
"850",0.139702,1977,"Fishing mortality","PIBKC","PIBKC_F"
"851",0.134005,1978,"Fishing mortality","PIBKC","PIBKC_F"
"852",0.144284,1979,"Fishing mortality","PIBKC","PIBKC_F"
"853",0.322562,1980,"Fishing mortality","PIBKC","PIBKC_F"
"854",0.337174,1981,"Fishing mortality","PIBKC","PIBKC_F"
"855",0.216939,1982,"Fishing mortality","PIBKC","PIBKC_F"
"856",0.167915,1983,"Fishing mortality","PIBKC","PIBKC_F"
"857",0.0498445,1984,"Fishing mortality","PIBKC","PIBKC_F"
"858",0.143235,1985,"Fishing mortality","PIBKC","PIBKC_F"
"859",0.0824242,1986,"Fishing mortality","PIBKC","PIBKC_F"
"860",0.25101,1987,"Fishing mortality","PIBKC","PIBKC_F"
"861",NA,1988,"Fishing mortality","PIBKC","PIBKC_F"
"862",NA,1989,"Fishing mortality","PIBKC","PIBKC_F"
"863",NA,1990,"Fishing mortality","PIBKC","PIBKC_F"
"864",NA,1991,"Fishing mortality","PIBKC","PIBKC_F"
"865",NA,1992,"Fishing mortality","PIBKC","PIBKC_F"
"866",NA,1993,"Fishing mortality","PIBKC","PIBKC_F"
"867",NA,1994,"Fishing mortality","PIBKC","PIBKC_F"
"868",0.104883,1995,"Fishing mortality","PIBKC","PIBKC_F"
"869",0.0794484,1996,"Fishing mortality","PIBKC","PIBKC_F"
"870",0.048272,1997,"Fishing mortality","PIBKC","PIBKC_F"
"871",0.0570147,1998,"Fishing mortality","PIBKC","PIBKC_F"
"872",NA,1999,"Fishing mortality","PIBKC","PIBKC_F"
"873",NA,2000,"Fishing mortality","PIBKC","PIBKC_F"
"874",NA,2001,"Fishing mortality","PIBKC","PIBKC_F"
"875",NA,2002,"Fishing mortality","PIBKC","PIBKC_F"
"876",NA,2003,"Fishing mortality","PIBKC","PIBKC_F"
"877",NA,2004,"Fishing mortality","PIBKC","PIBKC_F"
"878",NA,2005,"Fishing mortality","PIBKC","PIBKC_F"
"879",NA,2006,"Fishing mortality","PIBKC","PIBKC_F"
"880",NA,2007,"Fishing mortality","PIBKC","PIBKC_F"
"881",NA,2008,"Fishing mortality","PIBKC","PIBKC_F"
"882",NA,2009,"Fishing mortality","PIBKC","PIBKC_F"
"883",NA,2010,"Fishing mortality","PIBKC","PIBKC_F"
"884",NA,2011,"Fishing mortality","PIBKC","PIBKC_F"
"885",NA,2012,"Fishing mortality","PIBKC","PIBKC_F"
"886",NA,2013,"Fishing mortality","PIBKC","PIBKC_F"
"887",NA,2014,"Fishing mortality","PIBKC","PIBKC_F"
"888",NA,2015,"Fishing mortality","PIBKC","PIBKC_F"
"889",NA,2016,"Fishing mortality","PIBKC","PIBKC_F"
"890",NA,2017,"Fishing mortality","PIBKC","PIBKC_F"
"891",NA,2018,"Fishing mortality","PIBKC","PIBKC_F"
"892",NA,2019,"Fishing mortality","PIBKC","PIBKC_F"
"893",NA,2020,"Fishing mortality","PIBKC","PIBKC_F"
"894",NA,2021,"Fishing mortality","PIBKC","PIBKC_F"
"895",NA,2022,"Fishing mortality","PIBKC","PIBKC_F"
"896",NA,2023,"Fishing mortality","PIBKC","PIBKC_F"
"897",NA,2024,"Fishing mortality","PIBKC","PIBKC_F"
"898",NA,2025,"Fishing mortality","PIBKC","PIBKC_F"
"899",0.803923440479691,1975,"Spawner abundance","PIBKC","PIBKC_S"
"900",0.858893628885308,1976,"Spawner abundance","PIBKC","PIBKC_S"
"901",0.83751456136279,1977,"Spawner abundance","PIBKC","PIBKC_S"
"902",0.983208788302647,1978,"Spawner abundance","PIBKC","PIBKC_S"
"903",1,1979,"Spawner abundance","PIBKC","PIBKC_S"
"904",0.918799745908594,1980,"Spawner abundance","PIBKC","PIBKC_S"
"905",0.654018277754534,1981,"Spawner abundance","PIBKC","PIBKC_S"
"906",0.44879833629175,1982,"Spawner abundance","PIBKC","PIBKC_S"
"907",0.293593040221275,1983,"Spawner abundance","PIBKC","PIBKC_S"
"908",0.139085400534587,1984,"Spawner abundance","PIBKC","PIBKC_S"
"909",0.0978335949394617,1985,"Spawner abundance","PIBKC","PIBKC_S"
"910",0.0810860075569046,1986,"Spawner abundance","PIBKC","PIBKC_S"
"911",0.0723648172941829,1987,"Spawner abundance","PIBKC","PIBKC_S"
"912",0.0554706269877313,1988,"Spawner abundance","PIBKC","PIBKC_S"
"913",0.0568019934643399,1989,"Spawner abundance","PIBKC","PIBKC_S"
"914",0.0952130661155347,1990,"Spawner abundance","PIBKC","PIBKC_S"
"915",0.175812418183836,1991,"Spawner abundance","PIBKC","PIBKC_S"
"916",0.220745744831769,1992,"Spawner abundance","PIBKC","PIBKC_S"
"917",0.328368996731893,1993,"Spawner abundance","PIBKC","PIBKC_S"
"918",0.319056730702127,1994,"Spawner abundance","PIBKC","PIBKC_S"
"919",0.292969195020768,1995,"Spawner abundance","PIBKC","PIBKC_S"
"920",0.260654918623734,1996,"Spawner abundance","PIBKC","PIBKC_S"
"921",0.231297859662456,1997,"Spawner abundance","PIBKC","PIBKC_S"
"922",0.194956112681472,1998,"Spawner abundance","PIBKC","PIBKC_S"
"923",0.152245966461792,1999,"Spawner abundance","PIBKC","PIBKC_S"
"924",0.11617292474635,2000,"Spawner abundance","PIBKC","PIBKC_S"
"925",0.0772844765841089,2001,"Spawner abundance","PIBKC","PIBKC_S"
"926",0.0462043685924893,2002,"Spawner abundance","PIBKC","PIBKC_S"
"927",0.027619943042886,2003,"Spawner abundance","PIBKC","PIBKC_S"
"928",0.0177177875349814,2004,"Spawner abundance","PIBKC","PIBKC_S"
"929",0.0122735778688215,2005,"Spawner abundance","PIBKC","PIBKC_S"
"930",0.00813277138779966,2006,"Spawner abundance","PIBKC","PIBKC_S"
"931",0.0078992452971017,2007,"Spawner abundance","PIBKC","PIBKC_S"
"932",0.00914625384621302,2008,"Spawner abundance","PIBKC","PIBKC_S"
"933",0.0186580209416116,2009,"Spawner abundance","PIBKC","PIBKC_S"
"934",0.0321186062285244,2010,"Spawner abundance","PIBKC","PIBKC_S"
"935",0.0352314417774534,2011,"Spawner abundance","PIBKC","PIBKC_S"
"936",0.0351445125639898,2012,"Spawner abundance","PIBKC","PIBKC_S"
"937",0.0336864168551642,2013,"Spawner abundance","PIBKC","PIBKC_S"
"938",0.0289039061806432,2014,"Spawner abundance","PIBKC","PIBKC_S"
"939",0.0220092209663111,2015,"Spawner abundance","PIBKC","PIBKC_S"
"940",0.0148322473138795,2016,"Spawner abundance","PIBKC","PIBKC_S"
"941",0.0123470392987177,2017,"Spawner abundance","PIBKC","PIBKC_S"
"942",0.0125017805422007,2018,"Spawner abundance","PIBKC","PIBKC_S"
"943",0.0146994449997515,2019,"Spawner abundance","PIBKC","PIBKC_S"
"944",0.0206755336983322,2020,"Spawner abundance","PIBKC","PIBKC_S"
"945",0.0247675176598863,2021,"Spawner abundance","PIBKC","PIBKC_S"
"946",0.0252327454824518,2022,"Spawner abundance","PIBKC","PIBKC_S"
"947",0.0299890506937442,2023,"Spawner abundance","PIBKC","PIBKC_S"
"948",0.0334070835879919,2024,"Spawner abundance","PIBKC","PIBKC_S"
"949",0.0314705276769674,2025,"Spawner abundance","PIBKC","PIBKC_S"
"950",1,1975,"Abundance","PIBKC","PIBKC_A"
"951",0.917067480794176,1976,"Abundance","PIBKC","PIBKC_A"
"952",0.931135139320808,1977,"Abundance","PIBKC","PIBKC_A"
"953",0.964667391828019,1978,"Abundance","PIBKC","PIBKC_A"
"954",0.974796297345194,1979,"Abundance","PIBKC","PIBKC_A"
"955",0.90930383858435,1980,"Abundance","PIBKC","PIBKC_A"
"956",0.72306887932622,1981,"Abundance","PIBKC","PIBKC_A"
"957",0.489107515502517,1982,"Abundance","PIBKC","PIBKC_A"
"958",0.260024598459659,1983,"Abundance","PIBKC","PIBKC_A"
"959",0.0999690936872321,1984,"Abundance","PIBKC","PIBKC_A"
"960",0.114742667022543,1985,"Abundance","PIBKC","PIBKC_A"
"961",0.182204622491441,1986,"Abundance","PIBKC","PIBKC_A"
"962",0.19656970026018,1987,"Abundance","PIBKC","PIBKC_A"
"963",0.517249842145804,1988,"Abundance","PIBKC","PIBKC_A"
"964",0.540012313685547,1989,"Abundance","PIBKC","PIBKC_A"
"965",0.68228420074652,1990,"Abundance","PIBKC","PIBKC_A"
"966",0.714273757885189,1991,"Abundance","PIBKC","PIBKC_A"
"967",0.703009749228875,1992,"Abundance","PIBKC","PIBKC_A"
"968",0.554398517941365,1993,"Abundance","PIBKC","PIBKC_A"
"969",0.44823612700236,1994,"Abundance","PIBKC","PIBKC_A"
"970",0.380633300778894,1995,"Abundance","PIBKC","PIBKC_A"
"971",0.322453620027492,1996,"Abundance","PIBKC","PIBKC_A"
"972",0.257421337155605,1997,"Abundance","PIBKC","PIBKC_A"
"973",0.189634958987998,1998,"Abundance","PIBKC","PIBKC_A"
"974",0.139866171670645,1999,"Abundance","PIBKC","PIBKC_A"
"975",0.100088489966589,2000,"Abundance","PIBKC","PIBKC_A"
"976",0.0575767610555617,2001,"Abundance","PIBKC","PIBKC_A"
"977",0.0624796044103693,2002,"Abundance","PIBKC","PIBKC_A"
"978",0.0493788695070586,2003,"Abundance","PIBKC","PIBKC_A"
"979",0.104278433220271,2004,"Abundance","PIBKC","PIBKC_A"
"980",0.123811917009454,2005,"Abundance","PIBKC","PIBKC_A"
"981",0.0752462966669265,2006,"Abundance","PIBKC","PIBKC_A"
"982",0.061266000940829,2007,"Abundance","PIBKC","PIBKC_A"
"983",0.0496398145257739,2008,"Abundance","PIBKC","PIBKC_A"
"984",0.0464716849059295,2009,"Abundance","PIBKC","PIBKC_A"
"985",0.0495092654241458,2010,"Abundance","PIBKC","PIBKC_A"
"986",0.0522156644714699,2011,"Abundance","PIBKC","PIBKC_A"
"987",0.0639363374300398,2012,"Abundance","PIBKC","PIBKC_A"
"988",0.066814228709667,2013,"Abundance","PIBKC","PIBKC_A"
"989",0.0677744221270419,2014,"Abundance","PIBKC","PIBKC_A"
"990",0.0712573129328428,2015,"Abundance","PIBKC","PIBKC_A"
"991",0.0428645361025395,2016,"Abundance","PIBKC","PIBKC_A"
"992",0.0263548576586867,2017,"Abundance","PIBKC","PIBKC_A"
"993",0.0295098450507842,2018,"Abundance","PIBKC","PIBKC_A"
"994",0.0265395677963611,2019,"Abundance","PIBKC","PIBKC_A"
"995",0.0238975055624539,2020,"Abundance","PIBKC","PIBKC_A"
"996",0.0221304458372071,2021,"Abundance","PIBKC","PIBKC_A"
"997",0.0207909772646263,2022,"Abundance","PIBKC","PIBKC_A"
"998",0.0196419627242398,2023,"Abundance","PIBKC","PIBKC_A"
"999",0.0184316675719889,2024,"Abundance","PIBKC","PIBKC_A"
"1000",0.0167347017449421,2025,"Abundance","PIBKC","PIBKC_A"
"1001",0.10053452864119,1977,"Recruitment","Snow","Snow_R"
"1002",0.108246249708873,1978,"Recruitment","Snow","Snow_R"
"1003",0.159509073623684,1979,"Recruitment","Snow","Snow_R"
"1004",0.323487952106234,1980,"Recruitment","Snow","Snow_R"
"1005",0.243377762844914,1981,"Recruitment","Snow","Snow_R"
"1006",0.227968447537923,1982,"Recruitment","Snow","Snow_R"
"1007",0.198250182312447,1983,"Recruitment","Snow","Snow_R"
"1008",0.25162286713527,1984,"Recruitment","Snow","Snow_R"
"1009",0.713630098544173,1985,"Recruitment","Snow","Snow_R"
"1010",1,1986,"Recruitment","Snow","Snow_R"
"1011",0.886290485771993,1987,"Recruitment","Snow","Snow_R"
"1012",0.365004028055118,1988,"Recruitment","Snow","Snow_R"
"1013",0.112614494125912,1989,"Recruitment","Snow","Snow_R"
"1014",0.0854207313115424,1990,"Recruitment","Snow","Snow_R"
"1015",0.143307128703043,1991,"Recruitment","Snow","Snow_R"
"1016",0.127762272204892,1992,"Recruitment","Snow","Snow_R"
"1017",0.0975213143295675,1993,"Recruitment","Snow","Snow_R"
"1018",0.0694119803140738,1994,"Recruitment","Snow","Snow_R"
"1019",0.112010476761367,1995,"Recruitment","Snow","Snow_R"
"1020",0.20860438389847,1996,"Recruitment","Snow","Snow_R"
"1021",0.188223952228412,1997,"Recruitment","Snow","Snow_R"
"1022",0.183428466704593,1998,"Recruitment","Snow","Snow_R"
"1023",0.195346928178441,1999,"Recruitment","Snow","Snow_R"
"1024",0.119823758270876,2000,"Recruitment","Snow","Snow_R"
"1025",0.0443422052360898,2001,"Recruitment","Snow","Snow_R"
"1026",0.125634848212956,2002,"Recruitment","Snow","Snow_R"
"1027",0.330182923337139,2003,"Recruitment","Snow","Snow_R"
"1028",0.210707754101553,2004,"Recruitment","Snow","Snow_R"
"1029",0.159410185825064,2005,"Recruitment","Snow","Snow_R"
"1030",0.160359355969349,2006,"Recruitment","Snow","Snow_R"
"1031",0.172566462909439,2007,"Recruitment","Snow","Snow_R"
"1032",0.192158846639915,2008,"Recruitment","Snow","Snow_R"
"1033",0.94726111342316,2009,"Recruitment","Snow","Snow_R"
"1034",0.741822666305224,2010,"Recruitment","Snow","Snow_R"
"1035",0.562595212914212,2011,"Recruitment","Snow","Snow_R"
"1036",0.111697013893927,2012,"Recruitment","Snow","Snow_R"
"1037",0.0215725450817638,2013,"Recruitment","Snow","Snow_R"
"1038",0.0126910080828367,2014,"Recruitment","Snow","Snow_R"
"1039",0.0327558387708896,2015,"Recruitment","Snow","Snow_R"
"1040",0.0909195038046985,2016,"Recruitment","Snow","Snow_R"
"1041",0.326980714970238,2017,"Recruitment","Snow","Snow_R"
"1042",0.349627548078942,2018,"Recruitment","Snow","Snow_R"
"1043",0.137027944393749,2019,"Recruitment","Snow","Snow_R"
"1044",0.182959608725035,2020,"Recruitment","Snow","Snow_R"
"1045",0.385883,1982,"M_imm","Snow","Snow_M"
"1046",0.355834,1983,"M_imm","Snow","Snow_M"
"1047",0.349785,1984,"M_imm","Snow","Snow_M"
"1048",0.142324,1985,"M_imm","Snow","Snow_M"
"1049",0.127769,1986,"M_imm","Snow","Snow_M"
"1050",0.196049,1987,"M_imm","Snow","Snow_M"
"1051",0.292883,1988,"M_imm","Snow","Snow_M"
"1052",0.419889,1989,"M_imm","Snow","Snow_M"
"1053",0.470199,1990,"M_imm","Snow","Snow_M"
"1054",0.625255,1991,"M_imm","Snow","Snow_M"
"1055",0.481041,1992,"M_imm","Snow","Snow_M"
"1056",0.618113,1993,"M_imm","Snow","Snow_M"
"1057",0.50787,1994,"M_imm","Snow","Snow_M"
"1058",0.496593,1995,"M_imm","Snow","Snow_M"
"1059",0.660446,1996,"M_imm","Snow","Snow_M"
"1060",1.02534,1997,"M_imm","Snow","Snow_M"
"1061",0.632157,1998,"M_imm","Snow","Snow_M"
"1062",0.168142,1999,"M_imm","Snow","Snow_M"
"1063",0.217065,2000,"M_imm","Snow","Snow_M"
"1064",1.10634,2001,"M_imm","Snow","Snow_M"
"1065",0.387258,2002,"M_imm","Snow","Snow_M"
"1066",0.307357,2003,"M_imm","Snow","Snow_M"
"1067",0.318617,2004,"M_imm","Snow","Snow_M"
"1068",0.574991,2005,"M_imm","Snow","Snow_M"
"1069",0.348271,2006,"M_imm","Snow","Snow_M"
"1070",0.418834,2007,"M_imm","Snow","Snow_M"
"1071",0.307183,2008,"M_imm","Snow","Snow_M"
"1072",0.249648,2009,"M_imm","Snow","Snow_M"
"1073",0.568019,2010,"M_imm","Snow","Snow_M"
"1074",0.746341,2011,"M_imm","Snow","Snow_M"
"1075",0.420544,2012,"M_imm","Snow","Snow_M"
"1076",0.314193,2013,"M_imm","Snow","Snow_M"
"1077",0.884973,2014,"M_imm","Snow","Snow_M"
"1078",0.840078,2015,"M_imm","Snow","Snow_M"
"1079",0.28112,2016,"M_imm","Snow","Snow_M"
"1080",0.198522,2017,"M_imm","Snow","Snow_M"
"1081",0.560605,2018,"M_imm","Snow","Snow_M"
"1082",2.61771,2019,"M_imm","Snow","Snow_M"
"1083",0.345585,2020,"M_imm","Snow","Snow_M"
"1084",0.107306,2021,"M_imm","Snow","Snow_M"
"1085",0.133474,2022,"M_imm","Snow","Snow_M"
"1086",0.146822,2023,"M_imm","Snow","Snow_M"
"1087",0.207446,2024,"M_imm","Snow","Snow_M"
"1088",0.269639,2025,"M_imm","Snow","Snow_M"
"1089",0.349521,1982,"M_mat","Snow","Snow_M"
"1090",0.979436,1983,"M_mat","Snow","Snow_M"
"1091",1.93128,1984,"M_mat","Snow","Snow_M"
"1092",0.368271,1985,"M_mat","Snow","Snow_M"
"1093",0.148523,1986,"M_mat","Snow","Snow_M"
"1094",0.197287,1987,"M_mat","Snow","Snow_M"
"1095",0.504152,1988,"M_mat","Snow","Snow_M"
"1096",0.537698,1989,"M_mat","Snow","Snow_M"
"1097",0.760593,1990,"M_mat","Snow","Snow_M"
"1098",1.49274,1991,"M_mat","Snow","Snow_M"
"1099",0.514477,1992,"M_mat","Snow","Snow_M"
"1100",0.542062,1993,"M_mat","Snow","Snow_M"
"1101",0.467571,1994,"M_mat","Snow","Snow_M"
"1102",0.959389,1995,"M_mat","Snow","Snow_M"
"1103",1.03668,1996,"M_mat","Snow","Snow_M"
"1104",0.82792,1997,"M_mat","Snow","Snow_M"
"1105",1.07842,1998,"M_mat","Snow","Snow_M"
"1106",0.350362,1999,"M_mat","Snow","Snow_M"
"1107",0.266978,2000,"M_mat","Snow","Snow_M"
"1108",0.67858,2001,"M_mat","Snow","Snow_M"
"1109",0.755068,2002,"M_mat","Snow","Snow_M"
"1110",0.522294,2003,"M_mat","Snow","Snow_M"
"1111",0.438526,2004,"M_mat","Snow","Snow_M"
"1112",0.727972,2005,"M_mat","Snow","Snow_M"
"1113",0.761759,2006,"M_mat","Snow","Snow_M"
"1114",1.00108,2007,"M_mat","Snow","Snow_M"
"1115",0.723398,2008,"M_mat","Snow","Snow_M"
"1116",0.304727,2009,"M_mat","Snow","Snow_M"
"1117",0.341969,2010,"M_mat","Snow","Snow_M"
"1118",0.549597,2011,"M_mat","Snow","Snow_M"
"1119",0.909762,2012,"M_mat","Snow","Snow_M"
"1120",0.603508,2013,"M_mat","Snow","Snow_M"
"1121",1.07825,2014,"M_mat","Snow","Snow_M"
"1122",0.670039,2015,"M_mat","Snow","Snow_M"
"1123",0.377572,2016,"M_mat","Snow","Snow_M"
"1124",0.454765,2017,"M_mat","Snow","Snow_M"
"1125",1.13529,2018,"M_mat","Snow","Snow_M"
"1126",1.96519,2019,"M_mat","Snow","Snow_M"
"1127",0.509006,2020,"M_mat","Snow","Snow_M"
"1128",1.09093,2021,"M_mat","Snow","Snow_M"
"1129",0.387,2022,"M_mat","Snow","Snow_M"
"1130",0.152721,2023,"M_mat","Snow","Snow_M"
"1131",0.150261,2024,"M_mat","Snow","Snow_M"
"1132",0.14152,2025,"M_mat","Snow","Snow_M"
"1133",0.663286,1982,"Fishing mortality","Snow","Snow_F"
"1134",0.30903,1983,"Fishing mortality","Snow","Snow_F"
"1135",1.45974,1984,"Fishing mortality","Snow","Snow_F"
"1136",3.46777,1985,"Fishing mortality","Snow","Snow_F"
"1137",2.27927,1986,"Fishing mortality","Snow","Snow_F"
"1138",2.08596,1987,"Fishing mortality","Snow","Snow_F"
"1139",1.35206,1988,"Fishing mortality","Snow","Snow_F"
"1140",1.20933,1989,"Fishing mortality","Snow","Snow_F"
"1141",3.37271,1990,"Fishing mortality","Snow","Snow_F"
"1142",3.49113,1991,"Fishing mortality","Snow","Snow_F"
"1143",9.69904,1992,"Fishing mortality","Snow","Snow_F"
"1144",4.77468,1993,"Fishing mortality","Snow","Snow_F"
"1145",5.09064,1994,"Fishing mortality","Snow","Snow_F"
"1146",3.16189,1995,"Fishing mortality","Snow","Snow_F"
"1147",3.32961,1996,"Fishing mortality","Snow","Snow_F"
"1148",2.81734,1997,"Fishing mortality","Snow","Snow_F"
"1149",4.74969,1998,"Fishing mortality","Snow","Snow_F"
"1150",0.745989,1999,"Fishing mortality","Snow","Snow_F"
"1151",0.713572,2000,"Fishing mortality","Snow","Snow_F"
"1152",1.93305,2001,"Fishing mortality","Snow","Snow_F"
"1153",2.91857,2002,"Fishing mortality","Snow","Snow_F"
"1154",0.95964,2003,"Fishing mortality","Snow","Snow_F"
"1155",0.690738,2004,"Fishing mortality","Snow","Snow_F"
"1156",1.18519,2005,"Fishing mortality","Snow","Snow_F"
"1157",2.15672,2006,"Fishing mortality","Snow","Snow_F"
"1158",2.79622,2007,"Fishing mortality","Snow","Snow_F"
"1159",1.96982,2008,"Fishing mortality","Snow","Snow_F"
"1160",0.699903,2009,"Fishing mortality","Snow","Snow_F"
"1161",0.223783,2010,"Fishing mortality","Snow","Snow_F"
"1162",0.687717,2011,"Fishing mortality","Snow","Snow_F"
"1163",1.87533,2012,"Fishing mortality","Snow","Snow_F"
"1164",2.96649,2013,"Fishing mortality","Snow","Snow_F"
"1165",3.6614,2014,"Fishing mortality","Snow","Snow_F"
"1166",2.80965,2015,"Fishing mortality","Snow","Snow_F"
"1167",1.57588,2016,"Fishing mortality","Snow","Snow_F"
"1168",1.76107,2017,"Fishing mortality","Snow","Snow_F"
"1169",5.04036,2018,"Fishing mortality","Snow","Snow_F"
"1170",7.609,2019,"Fishing mortality","Snow","Snow_F"
"1171",11.2284,2020,"Fishing mortality","Snow","Snow_F"
"1172",0.715768,2021,"Fishing mortality","Snow","Snow_F"
"1173",0,2022,"Fishing mortality","Snow","Snow_F"
"1174",0,2023,"Fishing mortality","Snow","Snow_F"
"1175",0.23245,2024,"Fishing mortality","Snow","Snow_F"
"1176",0,2025,"Fishing mortality","Snow","Snow_F"
"1177",0.146070401140368,1982,"N_imm","Snow","Snow_N"
"1178",0.132527816842221,1983,"N_imm","Snow","Snow_N"
"1179",0.138057700643466,1984,"N_imm","Snow","Snow_N"
"1180",0.17964947266946,1985,"N_imm","Snow","Snow_N"
"1181",0.354235755623928,1986,"N_imm","Snow","Snow_N"
"1182",0.440781910485785,1987,"N_imm","Snow","Snow_N"
"1183",0.455719866104959,1988,"N_imm","Snow","Snow_N"
"1184",0.419818806664432,1989,"N_imm","Snow","Snow_N"
"1185",0.383989108632262,1990,"N_imm","Snow","Snow_N"
"1186",0.629287729170423,1991,"N_imm","Snow","Snow_N"
"1187",0.847439495231696,1992,"N_imm","Snow","Snow_N"
"1188",1,1993,"N_imm","Snow","Snow_N"
"1189",0.682835015477236,1994,"N_imm","Snow","Snow_N"
"1190",0.411185045675542,1995,"N_imm","Snow","Snow_N"
"1191",0.243990852249006,1996,"N_imm","Snow","Snow_N"
"1192",0.175883751621357,1997,"N_imm","Snow","Snow_N"
"1193",0.10845432950338,1998,"N_imm","Snow","Snow_N"
"1194",0.0988015927800124,1999,"N_imm","Snow","Snow_N"
"1195",0.121535037353148,2000,"N_imm","Snow","Snow_N"
"1196",0.159672049466316,2001,"N_imm","Snow","Snow_N"
"1197",0.142117089697946,2002,"N_imm","Snow","Snow_N"
"1198",0.200616222055689,2003,"N_imm","Snow","Snow_N"
"1199",0.246911987835184,2004,"N_imm","Snow","Snow_N"
"1200",0.270156876733118,2005,"N_imm","Snow","Snow_N"
"1201",0.189212738675018,2006,"N_imm","Snow","Snow_N"
"1202",0.128011976935083,2007,"N_imm","Snow","Snow_N"
"1203",0.13904397251119,2008,"N_imm","Snow","Snow_N"
"1204",0.29004002604668,2009,"N_imm","Snow","Snow_N"
"1205",0.327595907508545,2010,"N_imm","Snow","Snow_N"
"1206",0.252500747335054,2011,"N_imm","Snow","Snow_N"
"1207",0.182769026578409,2012,"N_imm","Snow","Snow_N"
"1208",0.199771211016852,2013,"N_imm","Snow","Snow_N"
"1209",0.244985750635074,2014,"N_imm","Snow","Snow_N"
"1210",0.564293365878304,2015,"N_imm","Snow","Snow_N"
"1211",0.605395344478516,2016,"N_imm","Snow","Snow_N"
"1212",0.747050935462114,2017,"N_imm","Snow","Snow_N"
"1213",0.577835440681865,2018,"N_imm","Snow","Snow_N"
"1214",0.269293293381478,2019,"N_imm","Snow","Snow_N"
"1215",0.0156294073134471,2020,"N_imm","Snow","Snow_N"
"1216",0.0229766073373953,2021,"N_imm","Snow","Snow_N"
"1217",0.081213607146843,2022,"N_imm","Snow","Snow_N"
"1218",0.288275481145779,2023,"N_imm","Snow","Snow_N"
"1219",0.454158235342856,2024,"N_imm","Snow","Snow_N"
"1220",0.42180360574531,2025,"N_imm","Snow","Snow_N"
"1221",0.395886888182005,1982,"Spawner abundance","Snow","Snow_S"
"1222",0.462108692651537,1983,"Spawner abundance","Snow","Snow_S"
"1223",0.28242932525332,1984,"Spawner abundance","Snow","Snow_S"
"1224",0.0968856578101744,1985,"Spawner abundance","Snow","Snow_S"
"1225",0.191252235893449,1986,"Spawner abundance","Snow","Snow_S"
"1226",0.395589649165935,1987,"Spawner abundance","Snow","Snow_S"
"1227",0.686728403660094,1988,"Spawner abundance","Snow","Snow_S"
