fishery,management_area,target,crab_year,sex,size,molting,soft,new_pliable,new,old,very_old,very_very_old,unknown,total
TR00,bristol_bay,red_king_crab,2000,male,62,0,0,0,2,0,0,0,0,2
TR00,bristol_bay,red_king_crab,2000,male,66,0,0,0,1,1,0,0,0,2
TR00,bristol_bay,red_king_crab,2000,male,67,0,0,0,1,0,0,0,0,1
TR00,bristol_bay,red_king_crab,2000,male,69,0,0,0,3,0,0,0,0,3
TR00,bristol_bay,red_king_crab,2000,male,70,0,0,0,3,0,0,0,0,3
TR00,bristol_bay,red_king_crab,2000,male,71,0,0,0,8,0,0,0,0,8
TR00,bristol_bay,red_king_crab,2000,male,72,0,0,0,14,0,0,0,0,14
TR00,bristol_bay,red_king_crab,2000,male,73,0,0,0,17,0,0,0,0,17
TR00,bristol_bay,red_king_crab,2000,male,74,0,0,0,24,0,0,0,0,24
TR00,bristol_bay,red_king_crab,2000,male,75,0,0,0,33,0,0,0,0,33
TR00,bristol_bay,red_king_crab,2000,male,76,0,0,0,24,0,0,0,0,24
TR00,bristol_bay,red_king_crab,2000,male,77,0,0,0,48,0,0,0,0,48
TR00,bristol_bay,red_king_crab,2000,male,78,0,0,0,60,0,0,0,0,60
TR00,bristol_bay,red_king_crab,2000,male,79,0,0,0,68,0,0,0,0,68
TR00,bristol_bay,red_king_crab,2000,male,80,0,0,0,87,0,0,0,0,87
TR00,bristol_bay,red_king_crab,2000,male,81,0,0,0,86,0,0,0,0,86
TR00,bristol_bay,red_king_crab,2000,male,82,0,0,0,172,0,0,0,0,172
TR00,bristol_bay,red_king_crab,2000,male,83,0,0,0,123,0,0,0,0,123
TR00,bristol_bay,red_king_crab,2000,male,84,0,0,0,137,0,0,0,0,137
TR00,bristol_bay,red_king_crab,2000,male,85,0,0,0,152,0,0,0,0,152
TR00,bristol_bay,red_king_crab,2000,male,86,0,0,0,126,0,0,0,0,126
TR00,bristol_bay,red_king_crab,2000,male,87,0,0,0,172,0,0,0,0,172
TR00,bristol_bay,red_king_crab,2000,male,88,0,0,0,152,0,0,0,0,152
TR00,bristol_bay,red_king_crab,2000,male,89,0,0,0,163,0,0,0,0,163
TR00,bristol_bay,red_king_crab,2000,male,90,0,0,0,190,1,0,0,0,191
TR00,bristol_bay,red_king_crab,2000,male,91,0,0,0,129,0,0,0,0,129
TR00,bristol_bay,red_king_crab,2000,male,92,0,0,0,206,0,0,0,0,206
TR00,bristol_bay,red_king_crab,2000,male,93,0,0,0,147,0,0,0,0,147
TR00,bristol_bay,red_king_crab,2000,male,94,0,0,0,117,1,0,0,0,118
TR00,bristol_bay,red_king_crab,2000,male,95,0,0,0,186,0,0,0,0,186
TR00,bristol_bay,red_king_crab,2000,male,96,0,0,0,134,3,0,0,0,137
TR00,bristol_bay,red_king_crab,2000,male,97,0,0,0,171,0,0,0,0,171
TR00,bristol_bay,red_king_crab,2000,male,98,0,0,0,190,0,0,0,0,190
TR00,bristol_bay,red_king_crab,2000,male,99,0,0,0,152,1,0,0,0,153
TR00,bristol_bay,red_king_crab,2000,male,100,0,0,0,164,2,0,0,0,166
TR00,bristol_bay,red_king_crab,2000,male,101,0,0,0,139,2,0,0,0,141
TR00,bristol_bay,red_king_crab,2000,male,102,0,0,0,205,3,0,0,0,208
TR00,bristol_bay,red_king_crab,2000,male,103,0,0,0,188,1,0,0,0,189
TR00,bristol_bay,red_king_crab,2000,male,104,0,0,0,151,1,0,0,0,152
TR00,bristol_bay,red_king_crab,2000,male,105,0,0,0,170,2,1,0,0,173
TR00,bristol_bay,red_king_crab,2000,male,106,0,0,0,152,0,0,0,0,152
TR00,bristol_bay,red_king_crab,2000,male,107,0,0,0,170,1,0,0,0,171
TR00,bristol_bay,red_king_crab,2000,male,108,0,0,0,169,2,0,0,0,171
TR00,bristol_bay,red_king_crab,2000,male,109,0,0,0,160,3,0,0,0,163
TR00,bristol_bay,red_king_crab,2000,male,110,0,0,0,192,3,0,0,0,195
TR00,bristol_bay,red_king_crab,2000,male,111,0,0,0,167,2,0,0,0,169
TR00,bristol_bay,red_king_crab,2000,male,112,0,0,0,222,4,0,0,0,226
TR00,bristol_bay,red_king_crab,2000,male,113,0,0,0,185,3,0,0,0,188
TR00,bristol_bay,red_king_crab,2000,male,114,0,0,0,164,9,0,0,0,173
TR00,bristol_bay,red_king_crab,2000,male,115,0,0,0,219,15,0,0,0,234
TR00,bristol_bay,red_king_crab,2000,male,116,0,0,1,190,8,0,0,0,199
TR00,bristol_bay,red_king_crab,2000,male,117,0,0,0,210,12,1,0,0,223
TR00,bristol_bay,red_king_crab,2000,male,118,0,0,0,227,25,0,0,0,252
TR00,bristol_bay,red_king_crab,2000,male,119,0,0,0,222,12,0,0,0,234
TR00,bristol_bay,red_king_crab,2000,male,120,0,0,0,306,19,0,0,0,325
TR00,bristol_bay,red_king_crab,2000,male,121,0,0,0,272,20,0,0,0,292
TR00,bristol_bay,red_king_crab,2000,male,122,0,0,0,349,37,0,0,0,386
TR00,bristol_bay,red_king_crab,2000,male,123,0,0,1,320,38,0,0,0,359
TR00,bristol_bay,red_king_crab,2000,male,124,0,0,0,252,43,1,0,0,296
TR00,bristol_bay,red_king_crab,2000,male,125,0,0,0,419,63,2,0,0,484
TR00,bristol_bay,red_king_crab,2000,male,126,0,0,0,331,65,1,0,0,397
TR00,bristol_bay,red_king_crab,2000,male,127,0,0,0,439,83,0,0,0,522
TR00,bristol_bay,red_king_crab,2000,male,128,0,0,0,380,103,1,0,0,484
TR00,bristol_bay,red_king_crab,2000,male,129,0,0,1,373,86,1,0,0,461
TR00,bristol_bay,red_king_crab,2000,male,130,0,0,0,432,117,3,0,0,552
TR00,bristol_bay,red_king_crab,2000,male,131,0,0,0,374,97,0,0,0,471
TR00,bristol_bay,red_king_crab,2000,male,132,0,0,0,459,150,1,0,0,610
TR00,bristol_bay,red_king_crab,2000,male,133,0,0,0,384,143,3,0,0,530
TR00,bristol_bay,red_king_crab,2000,male,134,0,0,1,425,166,2,0,0,594
TR00,bristol_bay,red_king_crab,2000,male,135,0,0,0,491,194,2,0,0,687
TR00,bristol_bay,red_king_crab,2000,male,136,0,0,1,462,165,4,0,0,632
TR00,bristol_bay,red_king_crab,2000,male,137,0,0,0,516,157,8,0,0,681
TR00,bristol_bay,red_king_crab,2000,male,138,0,0,0,448,202,5,0,0,655
TR00,bristol_bay,red_king_crab,2000,male,139,0,0,1,448,162,10,0,0,621
TR00,bristol_bay,red_king_crab,2000,male,140,0,0,1,548,230,4,0,0,783
TR00,bristol_bay,red_king_crab,2000,male,141,0,0,0,425,187,11,0,0,623
TR00,bristol_bay,red_king_crab,2000,male,142,0,0,0,572,225,10,0,0,807
TR00,bristol_bay,red_king_crab,2000,male,143,0,0,1,512,184,15,0,0,712
TR00,bristol_bay,red_king_crab,2000,male,144,0,0,0,431,176,10,0,0,617
TR00,bristol_bay,red_king_crab,2000,male,145,0,0,0,542,219,18,0,0,779
TR00,bristol_bay,red_king_crab,2000,male,146,0,0,0,478,178,11,0,0,667
TR00,bristol_bay,red_king_crab,2000,male,147,0,0,0,578,199,19,0,0,796
TR00,bristol_bay,red_king_crab,2000,male,148,0,0,0,542,212,16,0,0,770
TR00,bristol_bay,red_king_crab,2000,male,149,0,0,0,419,198,13,0,0,630
TR00,bristol_bay,red_king_crab,2000,male,150,0,0,1,506,181,21,0,0,709
TR00,bristol_bay,red_king_crab,2000,male,151,0,0,0,393,177,13,0,0,583
TR00,bristol_bay,red_king_crab,2000,male,152,0,0,0,479,178,37,0,0,694
TR00,bristol_bay,red_king_crab,2000,male,153,0,0,0,393,150,28,0,0,571
TR00,bristol_bay,red_king_crab,2000,male,154,0,0,1,333,170,24,0,0,528
TR00,bristol_bay,red_king_crab,2000,male,155,0,0,0,320,168,17,0,0,505
TR00,bristol_bay,red_king_crab,2000,male,156,0,0,0,260,135,21,0,0,416
TR00,bristol_bay,red_king_crab,2000,male,157,0,0,0,286,155,29,0,0,470
TR00,bristol_bay,red_king_crab,2000,male,158,0,0,0,229,138,31,0,0,398
TR00,bristol_bay,red_king_crab,2000,male,159,0,0,0,170,100,29,0,0,299
TR00,bristol_bay,red_king_crab,2000,male,160,0,0,0,189,128,32,0,0,349
TR00,bristol_bay,red_king_crab,2000,male,161,0,0,0,127,80,26,0,0,233
TR00,bristol_bay,red_king_crab,2000,male,162,0,0,0,165,98,37,0,0,300
TR00,bristol_bay,red_king_crab,2000,male,163,0,0,0,129,93,27,0,0,249
TR00,bristol_bay,red_king_crab,2000,male,164,0,0,1,101,82,44,0,0,228
TR00,bristol_bay,red_king_crab,2000,male,165,0,0,0,126,105,34,0,0,265
TR00,bristol_bay,red_king_crab,2000,male,166,0,0,0,68,68,35,0,0,171
TR00,bristol_bay,red_king_crab,2000,male,167,0,0,0,101,74,24,0,0,199
TR00,bristol_bay,red_king_crab,2000,male,168,0,0,0,59,78,35,0,0,172
TR00,bristol_bay,red_king_crab,2000,male,169,0,0,0,40,68,28,0,0,136
TR00,bristol_bay,red_king_crab,2000,male,170,0,0,0,59,60,25,0,0,144
TR00,bristol_bay,red_king_crab,2000,male,171,0,0,0,38,52,15,0,0,105
TR00,bristol_bay,red_king_crab,2000,male,172,0,0,0,35,51,20,0,0,106
TR00,bristol_bay,red_king_crab,2000,male,173,0,0,0,41,49,22,0,0,112
TR00,bristol_bay,red_king_crab,2000,male,174,0,0,0,25,31,20,0,0,76
TR00,bristol_bay,red_king_crab,2000,male,175,0,0,0,39,34,13,0,0,86
TR00,bristol_bay,red_king_crab,2000,male,176,0,0,0,16,27,18,0,0,61
TR00,bristol_bay,red_king_crab,2000,male,177,0,0,0,10,26,9,0,0,45
TR00,bristol_bay,red_king_crab,2000,male,178,0,0,0,17,13,10,0,0,40
TR00,bristol_bay,red_king_crab,2000,male,179,0,0,0,6,12,12,0,0,30
TR00,bristol_bay,red_king_crab,2000,male,180,0,0,0,11,11,3,0,0,25
TR00,bristol_bay,red_king_crab,2000,male,181,0,0,0,9,7,5,0,0,21
TR00,bristol_bay,red_king_crab,2000,male,182,0,0,0,6,6,1,0,0,13
TR00,bristol_bay,red_king_crab,2000,male,183,0,0,0,8,1,2,0,0,11
TR00,bristol_bay,red_king_crab,2000,male,184,0,0,0,5,8,1,0,0,14
TR00,bristol_bay,red_king_crab,2000,male,185,0,0,0,4,5,2,0,0,11
TR00,bristol_bay,red_king_crab,2000,male,186,0,0,0,0,5,3,0,0,8
TR00,bristol_bay,red_king_crab,2000,male,187,0,0,0,7,0,0,0,0,7
TR00,bristol_bay,red_king_crab,2000,male,188,0,0,0,3,5,0,0,0,8
TR00,bristol_bay,red_king_crab,2000,male,189,0,0,0,0,0,2,0,0,2
TR00,bristol_bay,red_king_crab,2000,male,190,0,0,0,0,1,2,0,0,3
TR00,bristol_bay,red_king_crab,2000,male,192,0,0,0,0,1,0,0,0,1
TR00,bristol_bay,red_king_crab,2000,female,70,0,0,0,4,0,0,0,0,4
TR00,bristol_bay,red_king_crab,2000,female,71,0,0,0,4,0,0,0,0,4
TR00,bristol_bay,red_king_crab,2000,female,72,0,0,0,7,0,0,0,0,7
TR00,bristol_bay,red_king_crab,2000,female,73,0,0,0,9,0,0,0,0,9
TR00,bristol_bay,red_king_crab,2000,female,74,0,0,0,13,0,0,0,0,13
TR00,bristol_bay,red_king_crab,2000,female,75,0,0,0,27,0,0,0,0,27
TR00,bristol_bay,red_king_crab,2000,female,76,0,0,0,23,0,0,0,0,23
TR00,bristol_bay,red_king_crab,2000,female,77,0,0,0,41,0,0,0,0,41
TR00,bristol_bay,red_king_crab,2000,female,78,0,0,0,57,0,0,0,0,57
TR00,bristol_bay,red_king_crab,2000,female,79,0,0,0,69,0,0,0,0,69
TR00,bristol_bay,red_king_crab,2000,female,80,0,0,0,88,0,0,0,0,88
TR00,bristol_bay,red_king_crab,2000,female,81,0,0,0,81,1,1,0,0,83
TR00,bristol_bay,red_king_crab,2000,female,82,0,0,0,120,0,0,0,0,120
TR00,bristol_bay,red_king_crab,2000,female,83,0,0,0,109,0,0,0,0,109
TR00,bristol_bay,red_king_crab,2000,female,84,0,0,0,113,1,0,0,0,114
TR00,bristol_bay,red_king_crab,2000,female,85,0,0,0,139,0,0,0,0,139
TR00,bristol_bay,red_king_crab,2000,female,86,0,0,0,113,0,0,0,0,113
TR00,bristol_bay,red_king_crab,2000,female,87,0,0,0,140,1,0,0,0,141
TR00,bristol_bay,red_king_crab,2000,female,88,0,0,0,120,0,0,0,0,120
TR00,bristol_bay,red_king_crab,2000,female,89,0,0,0,115,2,0,0,0,117
TR00,bristol_bay,red_king_crab,2000,female,90,0,0,0,150,0,0,0,0,150
TR00,bristol_bay,red_king_crab,2000,female,91,0,0,0,125,0,0,0,0,125
TR00,bristol_bay,red_king_crab,2000,female,92,0,0,0,153,0,0,0,0,153
TR00,bristol_bay,red_king_crab,2000,female,93,0,0,0,140,0,0,0,0,140
TR00,bristol_bay,red_king_crab,2000,female,94,0,0,0,122,1,0,0,0,123
TR00,bristol_bay,red_king_crab,2000,female,95,0,0,0,134,0,0,0,0,134
TR00,bristol_bay,red_king_crab,2000,female,96,0,0,0,114,0,0,0,0,114
TR00,bristol_bay,red_king_crab,2000,female,97,0,0,0,137,0,0,0,0,137
TR00,bristol_bay,red_king_crab,2000,female,98,0,0,0,116,0,0,0,0,116
TR00,bristol_bay,red_king_crab,2000,female,99,0,0,0,93,0,0,0,0,93
TR00,bristol_bay,red_king_crab,2000,female,100,0,0,0,111,1,0,0,0,112
TR00,bristol_bay,red_king_crab,2000,female,101,0,0,0,75,0,0,0,0,75
TR00,bristol_bay,red_king_crab,2000,female,102,0,0,0,105,0,0,0,0,105
TR00,bristol_bay,red_king_crab,2000,female,103,0,0,0,95,0,0,0,0,95
TR00,bristol_bay,red_king_crab,2000,female,104,0,0,0,73,0,0,0,0,73
TR00,bristol_bay,red_king_crab,2000,female,105,0,0,1,95,0,0,0,0,96
TR00,bristol_bay,red_king_crab,2000,female,106,0,0,0,80,0,0,0,0,80
TR00,bristol_bay,red_king_crab,2000,female,107,0,0,0,83,0,0,0,0,83
TR00,bristol_bay,red_king_crab,2000,female,108,0,0,0,115,0,0,0,0,115
TR00,bristol_bay,red_king_crab,2000,female,109,0,0,0,92,0,0,0,0,92
TR00,bristol_bay,red_king_crab,2000,female,110,0,0,0,166,0,0,0,0,166
TR00,bristol_bay,red_king_crab,2000,female,111,0,0,0,95,0,0,0,0,95
TR00,bristol_bay,red_king_crab,2000,female,112,0,0,0,222,0,0,0,0,222
TR00,bristol_bay,red_king_crab,2000,female,113,0,0,0,161,0,0,0,0,161
TR00,bristol_bay,red_king_crab,2000,female,114,0,0,0,201,0,0,0,0,201
TR00,bristol_bay,red_king_crab,2000,female,115,0,0,0,266,0,0,0,0,266
TR00,bristol_bay,red_king_crab,2000,female,116,0,0,0,255,0,0,0,0,255
TR00,bristol_bay,red_king_crab,2000,female,117,0,0,0,240,0,0,0,0,240
TR00,bristol_bay,red_king_crab,2000,female,118,0,0,0,316,0,0,0,0,316
TR00,bristol_bay,red_king_crab,2000,female,119,0,0,0,228,0,0,0,0,228
TR00,bristol_bay,red_king_crab,2000,female,120,0,0,0,326,0,0,0,0,326
TR00,bristol_bay,red_king_crab,2000,female,121,0,0,0,214,0,0,0,0,214
TR00,bristol_bay,red_king_crab,2000,female,122,0,0,0,265,1,0,0,0,266
TR00,bristol_bay,red_king_crab,2000,female,123,0,0,0,224,0,0,0,0,224
TR00,bristol_bay,red_king_crab,2000,female,124,0,0,0,207,0,0,0,0,207
TR00,bristol_bay,red_king_crab,2000,female,125,0,0,0,239,0,0,0,0,239
TR00,bristol_bay,red_king_crab,2000,female,126,0,0,0,116,0,0,0,0,116
TR00,bristol_bay,red_king_crab,2000,female,127,0,0,0,145,0,0,0,0,145
TR00,bristol_bay,red_king_crab,2000,female,128,0,0,0,109,0,0,0,0,109
TR00,bristol_bay,red_king_crab,2000,female,129,0,0,0,68,0,0,0,0,68
TR00,bristol_bay,red_king_crab,2000,female,130,0,0,0,113,0,0,0,0,113
TR00,bristol_bay,red_king_crab,2000,female,131,0,0,0,50,0,0,0,0,50
TR00,bristol_bay,red_king_crab,2000,female,132,0,0,0,99,0,0,0,0,99
TR00,bristol_bay,red_king_crab,2000,female,133,0,0,0,34,0,0,0,0,34
TR00,bristol_bay,red_king_crab,2000,female,134,0,0,0,60,0,0,0,0,60
TR00,bristol_bay,red_king_crab,2000,female,135,0,0,0,44,0,0,0,0,44
TR00,bristol_bay,red_king_crab,2000,female,136,0,0,0,33,0,0,0,0,33
TR00,bristol_bay,red_king_crab,2000,female,137,0,0,0,48,0,0,0,0,48
TR00,bristol_bay,red_king_crab,2000,female,138,0,0,0,41,0,0,0,0,41
TR00,bristol_bay,red_king_crab,2000,female,139,0,0,0,24,0,0,0,0,24
TR00,bristol_bay,red_king_crab,2000,female,140,0,0,0,30,0,0,0,0,30
TR00,bristol_bay,red_king_crab,2000,female,141,0,0,0,19,0,0,0,0,19
TR00,bristol_bay,red_king_crab,2000,female,142,0,0,0,40,0,0,0,0,40
TR00,bristol_bay,red_king_crab,2000,female,143,0,0,0,11,0,0,0,0,11
TR00,bristol_bay,red_king_crab,2000,female,144,0,0,0,14,0,0,0,0,14
TR00,bristol_bay,red_king_crab,2000,female,145,0,0,0,27,0,0,0,0,27
TR00,bristol_bay,red_king_crab,2000,female,146,0,0,0,10,0,0,0,0,10
TR00,bristol_bay,red_king_crab,2000,female,147,0,0,0,23,0,0,0,0,23
TR00,bristol_bay,red_king_crab,2000,female,148,0,0,0,13,0,0,0,0,13
TR00,bristol_bay,red_king_crab,2000,female,149,0,0,0,8,0,0,0,0,8
TR00,bristol_bay,red_king_crab,2000,female,150,0,0,0,9,0,0,0,0,9
TR00,bristol_bay,red_king_crab,2000,female,151,0,0,0,7,0,0,0,0,7
TR00,bristol_bay,red_king_crab,2000,female,152,0,0,0,9,0,0,0,0,9
TR00,bristol_bay,red_king_crab,2000,female,153,0,0,0,3,0,0,0,0,3
TR00,bristol_bay,red_king_crab,2000,female,154,0,0,0,3,0,0,0,0,3
TR00,bristol_bay,red_king_crab,2000,female,155,0,0,0,1,0,0,0,0,1
TR00,bristol_bay,red_king_crab,2000,female,156,0,0,0,6,0,0,0,0,6
TR00,bristol_bay,red_king_crab,2000,female,157,0,0,0,4,0,0,0,0,4
TR00,bristol_bay,red_king_crab,2000,female,158,0,0,0,2,0,0,0,0,2
TR00,bristol_bay,red_king_crab,2000,female,159,0,0,0,3,0,0,0,0,3
TR00,bristol_bay,red_king_crab,2000,female,160,0,0,0,3,0,0,0,0,3
TR00,bristol_bay,red_king_crab,2000,female,161,0,0,0,2,0,0,0,0,2
TR00,bristol_bay,red_king_crab,2000,female,163,0,0,0,1,0,0,0,0,1
TR00,bristol_bay,red_king_crab,2000,female,165,0,0,0,2,0,0,0,0,2
TR00,bristol_bay,red_king_crab,2000,female,168,0,0,0,1,0,0,0,0,1
TR01,bristol_bay,red_king_crab,2001,male,57,0,0,0,1,0,0,0,0,1
TR01,bristol_bay,red_king_crab,2001,male,61,0,0,0,3,0,0,0,0,3
TR01,bristol_bay,red_king_crab,2001,male,63,0,0,0,1,0,0,0,0,1
TR01,bristol_bay,red_king_crab,2001,male,64,0,0,0,1,0,0,0,0,1
TR01,bristol_bay,red_king_crab,2001,male,65,0,0,0,2,0,0,0,0,2
TR01,bristol_bay,red_king_crab,2001,male,67,0,0,0,1,0,0,0,0,1
TR01,bristol_bay,red_king_crab,2001,male,68,0,0,0,3,0,0,0,0,3
TR01,bristol_bay,red_king_crab,2001,male,69,0,0,0,4,0,0,0,0,4
TR01,bristol_bay,red_king_crab,2001,male,70,0,0,0,9,0,0,0,0,9
TR01,bristol_bay,red_king_crab,2001,male,71,0,0,0,10,0,0,0,0,10
TR01,bristol_bay,red_king_crab,2001,male,72,0,0,0,9,0,0,0,0,9
TR01,bristol_bay,red_king_crab,2001,male,73,0,0,0,15,0,0,0,0,15
TR01,bristol_bay,red_king_crab,2001,male,74,0,0,0,14,0,0,0,0,14
TR01,bristol_bay,red_king_crab,2001,male,75,0,0,0,12,0,0,0,0,12
TR01,bristol_bay,red_king_crab,2001,male,76,0,0,0,16,0,0,0,0,16
TR01,bristol_bay,red_king_crab,2001,male,77,0,0,0,24,0,0,0,0,24
TR01,bristol_bay,red_king_crab,2001,male,78,0,0,0,15,0,0,0,0,15
TR01,bristol_bay,red_king_crab,2001,male,79,0,0,0,25,0,0,0,0,25
TR01,bristol_bay,red_king_crab,2001,male,80,0,0,0,29,0,0,0,0,29
TR01,bristol_bay,red_king_crab,2001,male,81,0,0,0,26,0,0,0,0,26
TR01,bristol_bay,red_king_crab,2001,male,82,0,0,0,25,0,0,0,0,25
TR01,bristol_bay,red_king_crab,2001,male,83,0,0,0,21,0,0,0,0,21
TR01,bristol_bay,red_king_crab,2001,male,84,0,0,0,24,0,0,0,0,24
TR01,bristol_bay,red_king_crab,2001,male,85,0,0,0,31,1,0,0,0,32
TR01,bristol_bay,red_king_crab,2001,male,86,0,0,0,39,0,0,0,0,39
TR01,bristol_bay,red_king_crab,2001,male,87,0,0,0,29,0,0,0,0,29
TR01,bristol_bay,red_king_crab,2001,male,88,0,0,0,38,0,0,0,0,38
TR01,bristol_bay,red_king_crab,2001,male,89,0,0,0,28,0,0,0,0,28
TR01,bristol_bay,red_king_crab,2001,male,90,0,0,0,58,0,0,0,0,58
TR01,bristol_bay,red_king_crab,2001,male,91,0,0,0,48,0,1,0,0,49
TR01,bristol_bay,red_king_crab,2001,male,92,0,0,0,73,1,0,0,0,74
TR01,bristol_bay,red_king_crab,2001,male,93,0,0,0,78,1,0,0,0,79
TR01,bristol_bay,red_king_crab,2001,male,94,0,0,0,88,2,0,0,0,90
TR01,bristol_bay,red_king_crab,2001,male,95,0,0,0,118,2,0,0,0,120
TR01,bristol_bay,red_king_crab,2001,male,96,0,0,0,111,1,0,0,0,112
TR01,bristol_bay,red_king_crab,2001,male,97,0,0,0,120,3,1,0,0,124
TR01,bristol_bay,red_king_crab,2001,male,98,0,0,0,124,2,0,0,0,126
TR01,bristol_bay,red_king_crab,2001,male,99,0,0,0,142,1,1,0,0,144
TR01,bristol_bay,red_king_crab,2001,male,100,0,0,0,171,4,0,0,0,175
TR01,bristol_bay,red_king_crab,2001,male,101,0,0,0,149,3,0,0,0,152
TR01,bristol_bay,red_king_crab,2001,male,102,0,0,0,199,4,2,0,0,205
TR01,bristol_bay,red_king_crab,2001,male,103,0,0,0,207,6,0,0,0,213
TR01,bristol_bay,red_king_crab,2001,male,104,0,0,0,205,8,0,0,0,213
TR01,bristol_bay,red_king_crab,2001,male,105,0,0,0,219,10,1,0,0,230
TR01,bristol_bay,red_king_crab,2001,male,106,0,0,0,195,11,0,0,0,206
TR01,bristol_bay,red_king_crab,2001,male,107,0,0,0,213,5,0,0,0,218
TR01,bristol_bay,red_king_crab,2001,male,108,0,0,0,229,8,0,0,0,237
TR01,bristol_bay,red_king_crab,2001,male,109,0,0,0,222,9,1,0,0,232
TR01,bristol_bay,red_king_crab,2001,male,110,0,0,0,263,12,1,0,0,276
TR01,bristol_bay,red_king_crab,2001,male,111,0,0,0,217,6,0,0,0,223
TR01,bristol_bay,red_king_crab,2001,male,112,0,0,0,300,21,0,0,0,321
TR01,bristol_bay,red_king_crab,2001,male,113,0,0,0,233,13,1,0,0,247
TR01,bristol_bay,red_king_crab,2001,male,114,0,0,0,267,19,2,0,0,288
TR01,bristol_bay,red_king_crab,2001,male,115,0,0,0,303,20,2,0,0,325
TR01,bristol_bay,red_king_crab,2001,male,116,0,0,0,254,24,0,0,0,278
TR01,bristol_bay,red_king_crab,2001,male,117,0,0,0,289,33,1,0,0,323
TR01,bristol_bay,red_king_crab,2001,male,118,0,0,0,295,29,2,0,0,326
TR01,bristol_bay,red_king_crab,2001,male,119,0,0,0,241,24,4,0,0,269
TR01,bristol_bay,red_king_crab,2001,male,120,0,0,0,335,46,5,0,0,386
TR01,bristol_bay,red_king_crab,2001,male,121,0,0,0,287,37,0,0,0,324
TR01,bristol_bay,red_king_crab,2001,male,122,0,1,0,331,44,4,0,0,380
TR01,bristol_bay,red_king_crab,2001,male,123,0,0,0,278,43,4,0,0,325
TR01,bristol_bay,red_king_crab,2001,male,124,0,0,0,294,38,2,0,0,334
TR01,bristol_bay,red_king_crab,2001,male,125,0,0,0,298,57,5,0,0,360
TR01,bristol_bay,red_king_crab,2001,male,126,0,0,0,288,53,3,0,0,344
TR01,bristol_bay,red_king_crab,2001,male,127,0,0,0,273,60,8,0,0,341
TR01,bristol_bay,red_king_crab,2001,male,128,0,0,0,257,54,2,0,0,313
TR01,bristol_bay,red_king_crab,2001,male,129,0,0,1,242,54,2,0,0,299
TR01,bristol_bay,red_king_crab,2001,male,130,0,0,0,296,57,9,0,0,362
TR01,bristol_bay,red_king_crab,2001,male,131,0,0,0,223,57,5,0,0,285
TR01,bristol_bay,red_king_crab,2001,male,132,0,0,0,288,54,12,0,0,354
TR01,bristol_bay,red_king_crab,2001,male,133,0,0,0,239,64,5,0,0,308
TR01,bristol_bay,red_king_crab,2001,male,134,0,0,0,249,63,6,0,0,318
TR01,bristol_bay,red_king_crab,2001,male,135,0,0,0,253,67,7,0,0,327
TR01,bristol_bay,red_king_crab,2001,male,136,0,0,0,225,68,8,0,0,301
TR01,bristol_bay,red_king_crab,2001,male,137,0,0,0,266,50,10,0,0,326
TR01,bristol_bay,red_king_crab,2001,male,138,0,0,0,297,71,10,0,0,378
TR01,bristol_bay,red_king_crab,2001,male,139,0,0,0,241,52,15,0,0,308
TR01,bristol_bay,red_king_crab,2001,male,140,0,0,0,303,68,10,0,0,381
TR01,bristol_bay,red_king_crab,2001,male,141,0,0,0,287,68,14,0,0,369
TR01,bristol_bay,red_king_crab,2001,male,142,0,0,0,344,103,11,0,0,458
TR01,bristol_bay,red_king_crab,2001,male,143,0,0,0,341,105,27,0,0,473
TR01,bristol_bay,red_king_crab,2001,male,144,0,0,0,351,75,13,0,0,439
TR01,bristol_bay,red_king_crab,2001,male,145,0,0,0,382,94,22,0,0,498
TR01,bristol_bay,red_king_crab,2001,male,146,0,0,0,354,83,28,0,0,465
TR01,bristol_bay,red_king_crab,2001,male,147,0,0,0,372,106,25,0,0,503
TR01,bristol_bay,red_king_crab,2001,male,148,0,0,0,403,96,28,0,0,527
TR01,bristol_bay,red_king_crab,2001,male,149,0,0,0,373,84,19,0,0,476
TR01,bristol_bay,red_king_crab,2001,male,150,0,0,0,373,112,36,0,0,521
TR01,bristol_bay,red_king_crab,2001,male,151,0,0,0,415,74,32,0,0,521
TR01,bristol_bay,red_king_crab,2001,male,152,0,0,0,433,95,33,0,0,561
TR01,bristol_bay,red_king_crab,2001,male,153,0,0,0,397,94,34,0,0,525
TR01,bristol_bay,red_king_crab,2001,male,154,0,0,0,348,75,20,0,0,443
TR01,bristol_bay,red_king_crab,2001,male,155,0,0,0,393,77,26,0,0,496
TR01,bristol_bay,red_king_crab,2001,male,156,0,0,0,284,74,25,0,0,383
TR01,bristol_bay,red_king_crab,2001,male,157,0,0,0,343,70,35,0,0,448
TR01,bristol_bay,red_king_crab,2001,male,158,0,0,0,302,62,27,0,0,391
TR01,bristol_bay,red_king_crab,2001,male,159,0,0,0,271,56,25,0,0,352
TR01,bristol_bay,red_king_crab,2001,male,160,0,0,0,282,51,23,0,0,356
TR01,bristol_bay,red_king_crab,2001,male,161,0,0,0,244,57,19,0,0,320
TR01,bristol_bay,red_king_crab,2001,male,162,0,0,0,278,59,22,0,0,359
TR01,bristol_bay,red_king_crab,2001,male,163,0,0,0,205,42,20,0,0,267
TR01,bristol_bay,red_king_crab,2001,male,164,0,0,0,188,37,14,0,0,239
