fishery,management_area,target,crab_year,size,molting,soft,new_pliable,new,old,very_old,total
TR20,bristol_bay,red_king_crab,2020,134,0,0,0,11,2,0,13
TR20,bristol_bay,red_king_crab,2020,135,0,0,0,24,4,0,28
TR20,bristol_bay,red_king_crab,2020,136,0,0,0,43,5,0,48
TR20,bristol_bay,red_king_crab,2020,137,0,0,0,65,8,0,73
TR20,bristol_bay,red_king_crab,2020,138,0,0,0,102,12,0,114
TR20,bristol_bay,red_king_crab,2020,139,0,0,0,89,13,0,102
TR20,bristol_bay,red_king_crab,2020,140,0,0,0,137,22,0,159
TR20,bristol_bay,red_king_crab,2020,141,0,0,0,140,22,0,162
TR20,bristol_bay,red_king_crab,2020,142,0,0,0,192,15,0,207
TR20,bristol_bay,red_king_crab,2020,143,0,0,0,139,13,0,152
TR20,bristol_bay,red_king_crab,2020,144,0,0,0,172,13,0,185
TR20,bristol_bay,red_king_crab,2020,145,0,0,0,171,12,0,183
TR20,bristol_bay,red_king_crab,2020,146,0,0,0,181,15,1,197
TR20,bristol_bay,red_king_crab,2020,147,0,0,0,156,18,0,174
TR20,bristol_bay,red_king_crab,2020,148,0,0,0,156,19,0,175
TR20,bristol_bay,red_king_crab,2020,149,0,0,0,153,13,0,166
TR20,bristol_bay,red_king_crab,2020,150,0,0,0,141,21,0,162
TR20,bristol_bay,red_king_crab,2020,151,0,0,0,132,9,0,141
TR20,bristol_bay,red_king_crab,2020,152,0,0,0,141,17,1,159
TR20,bristol_bay,red_king_crab,2020,153,0,0,0,122,14,0,136
TR20,bristol_bay,red_king_crab,2020,154,0,0,0,99,17,0,116
TR20,bristol_bay,red_king_crab,2020,155,0,0,0,91,13,1,105
TR20,bristol_bay,red_king_crab,2020,156,0,0,0,99,14,0,113
TR20,bristol_bay,red_king_crab,2020,157,0,0,0,80,8,2,90
TR20,bristol_bay,red_king_crab,2020,158,0,0,0,75,6,0,81
TR20,bristol_bay,red_king_crab,2020,159,0,0,0,52,10,1,63
TR20,bristol_bay,red_king_crab,2020,160,0,0,0,54,7,1,62
TR20,bristol_bay,red_king_crab,2020,161,0,0,0,45,7,1,53
TR20,bristol_bay,red_king_crab,2020,162,0,0,0,36,5,0,41
TR20,bristol_bay,red_king_crab,2020,163,0,0,0,28,8,1,37
TR20,bristol_bay,red_king_crab,2020,164,0,0,0,39,8,0,47
TR20,bristol_bay,red_king_crab,2020,165,0,0,0,16,10,3,29
TR20,bristol_bay,red_king_crab,2020,166,0,0,0,21,13,0,34
TR20,bristol_bay,red_king_crab,2020,167,0,0,0,15,5,2,22
TR20,bristol_bay,red_king_crab,2020,168,0,0,0,13,15,3,31
TR20,bristol_bay,red_king_crab,2020,169,0,0,0,8,4,2,14
TR20,bristol_bay,red_king_crab,2020,170,0,0,0,9,9,0,18
TR20,bristol_bay,red_king_crab,2020,171,0,0,0,9,8,1,18
TR20,bristol_bay,red_king_crab,2020,172,0,0,0,10,8,1,19
TR20,bristol_bay,red_king_crab,2020,173,0,0,0,7,5,3,15
TR20,bristol_bay,red_king_crab,2020,174,0,0,0,2,12,2,16
TR20,bristol_bay,red_king_crab,2020,175,0,0,0,3,6,1,10
TR20,bristol_bay,red_king_crab,2020,176,0,0,0,2,4,1,7
TR20,bristol_bay,red_king_crab,2020,177,0,0,0,4,7,2,13
TR20,bristol_bay,red_king_crab,2020,178,0,0,0,3,7,0,10
TR20,bristol_bay,red_king_crab,2020,179,0,0,0,1,2,0,3
TR20,bristol_bay,red_king_crab,2020,180,0,0,0,2,2,0,4
TR20,bristol_bay,red_king_crab,2020,181,0,0,0,1,1,0,2
TR20,bristol_bay,red_king_crab,2020,182,0,0,0,2,5,0,7
TR20,bristol_bay,red_king_crab,2020,183,0,0,0,2,3,0,5
TR20,bristol_bay,red_king_crab,2020,184,0,0,0,1,3,0,4
TR20,bristol_bay,red_king_crab,2020,185,0,0,0,1,1,0,2
TR20,bristol_bay,red_king_crab,2020,187,0,0,0,1,0,0,1
TR20,bristol_bay,red_king_crab,2020,188,0,0,0,1,1,1,3
TR20,bristol_bay,red_king_crab,2020,190,0,0,0,1,0,0,1
TR20,bristol_bay,red_king_crab,2020,193,0,0,0,0,1,0,1
TR21,bristol_bay,red_king_crab,2021,133,0,0,0,0,1,0,1
TR21,bristol_bay,red_king_crab,2021,138,0,0,0,2,0,1,3
TR21,bristol_bay,red_king_crab,2021,139,0,0,0,2,0,0,2
TR21,bristol_bay,red_king_crab,2021,140,0,0,0,3,0,0,3
TR21,bristol_bay,red_king_crab,2021,141,0,0,0,1,2,2,5
TR21,bristol_bay,red_king_crab,2021,142,0,0,0,2,0,1,3
TR21,bristol_bay,red_king_crab,2021,143,0,0,0,7,0,0,7
TR21,bristol_bay,red_king_crab,2021,144,0,0,0,1,1,1,3
TR21,bristol_bay,red_king_crab,2021,145,0,0,0,5,1,1,7
TR21,bristol_bay,red_king_crab,2021,146,0,0,0,3,0,0,3
TR21,bristol_bay,red_king_crab,2021,147,0,0,0,6,2,1,9
TR21,bristol_bay,red_king_crab,2021,148,0,0,0,4,0,1,5
TR21,bristol_bay,red_king_crab,2021,149,0,0,0,3,2,0,5
TR21,bristol_bay,red_king_crab,2021,150,0,0,0,2,0,2,4
TR21,bristol_bay,red_king_crab,2021,152,0,0,0,4,1,0,5
TR21,bristol_bay,red_king_crab,2021,153,0,0,0,4,2,1,7
TR21,bristol_bay,red_king_crab,2021,154,0,0,0,4,0,0,4
TR21,bristol_bay,red_king_crab,2021,155,0,0,0,2,0,0,2
TR21,bristol_bay,red_king_crab,2021,156,0,0,0,1,0,0,1
TR21,bristol_bay,red_king_crab,2021,157,0,0,0,1,0,0,1
TR21,bristol_bay,red_king_crab,2021,158,0,0,0,2,0,0,2
TR21,bristol_bay,red_king_crab,2021,159,0,0,0,3,1,0,4
TR21,bristol_bay,red_king_crab,2021,160,0,0,0,1,0,0,1
TR21,bristol_bay,red_king_crab,2021,161,0,0,0,1,1,0,2
TR21,bristol_bay,red_king_crab,2021,162,0,0,0,1,0,0,1
TR21,bristol_bay,red_king_crab,2021,163,0,0,0,0,1,0,1
TR21,bristol_bay,red_king_crab,2021,165,0,0,0,1,0,0,1
TR21,bristol_bay,red_king_crab,2021,166,0,0,0,1,0,0,1
TR21,bristol_bay,red_king_crab,2021,167,0,0,0,1,0,1,2
TR21,bristol_bay,red_king_crab,2021,169,0,0,0,1,0,0,1
TR21,bristol_bay,red_king_crab,2021,173,0,0,0,0,0,1,1
TR21,bristol_bay,red_king_crab,2021,174,0,0,0,1,0,0,1
TR21,bristol_bay,red_king_crab,2021,175,0,0,0,1,0,0,1
TR21,bristol_bay,red_king_crab,2021,177,0,0,0,0,0,1,1
TR21,bristol_bay,red_king_crab,2021,178,0,0,0,1,0,0,1
TR22,bristol_bay,red_king_crab,2022,134,0,0,0,1,0,0,1
TR22,bristol_bay,red_king_crab,2022,135,0,0,0,1,0,0,1
TR22,bristol_bay,red_king_crab,2022,136,0,0,0,1,0,0,1
TR22,bristol_bay,red_king_crab,2022,137,0,0,0,1,0,0,1
TR22,bristol_bay,red_king_crab,2022,138,0,0,0,1,0,0,1
TR22,bristol_bay,red_king_crab,2022,140,0,0,0,3,0,0,3
TR22,bristol_bay,red_king_crab,2022,141,0,0,0,1,0,0,1
TR22,bristol_bay,red_king_crab,2022,142,0,0,0,3,1,1,5
TR22,bristol_bay,red_king_crab,2022,143,0,0,0,6,0,0,6
TR22,bristol_bay,red_king_crab,2022,144,0,0,0,0,0,1,1
TR22,bristol_bay,red_king_crab,2022,145,0,0,0,3,0,0,3
TR22,bristol_bay,red_king_crab,2022,146,0,0,0,3,0,0,3
TR22,bristol_bay,red_king_crab,2022,147,0,0,0,3,2,0,5
TR22,bristol_bay,red_king_crab,2022,148,0,0,0,2,0,0,2
TR22,bristol_bay,red_king_crab,2022,149,0,0,0,3,2,0,5
TR22,bristol_bay,red_king_crab,2022,150,0,0,0,4,0,0,4
TR22,bristol_bay,red_king_crab,2022,151,0,0,0,5,0,0,5
TR22,bristol_bay,red_king_crab,2022,152,0,0,0,4,0,0,4
TR22,bristol_bay,red_king_crab,2022,153,0,0,0,1,1,1,3
TR22,bristol_bay,red_king_crab,2022,154,0,0,0,4,1,1,6
TR22,bristol_bay,red_king_crab,2022,155,0,0,0,2,0,0,2
TR22,bristol_bay,red_king_crab,2022,156,0,0,0,3,0,1,4
TR22,bristol_bay,red_king_crab,2022,157,0,0,0,2,1,1,4
TR22,bristol_bay,red_king_crab,2022,158,0,0,0,1,0,0,1
TR22,bristol_bay,red_king_crab,2022,159,0,0,0,2,0,2,4
TR22,bristol_bay,red_king_crab,2022,160,0,0,0,2,1,0,3
TR22,bristol_bay,red_king_crab,2022,161,0,0,0,1,0,0,1
TR22,bristol_bay,red_king_crab,2022,162,0,0,0,1,0,1,2
TR22,bristol_bay,red_king_crab,2022,163,0,0,0,3,0,0,3
TR22,bristol_bay,red_king_crab,2022,164,0,0,0,3,0,0,3
TR22,bristol_bay,red_king_crab,2022,165,0,0,0,1,0,0,1
TR22,bristol_bay,red_king_crab,2022,166,0,0,0,1,1,0,2
TR22,bristol_bay,red_king_crab,2022,168,0,0,0,2,0,0,2
TR22,bristol_bay,red_king_crab,2022,169,0,0,0,1,0,0,1
TR22,bristol_bay,red_king_crab,2022,171,0,0,0,1,0,0,1
TR22,bristol_bay,red_king_crab,2022,172,0,0,0,0,1,0,1
TR22,bristol_bay,red_king_crab,2022,174,0,0,0,0,1,1,2
TR22,bristol_bay,red_king_crab,2022,184,0,0,0,0,0,1,1
TR22,bristol_bay,red_king_crab,2022,188,0,0,0,1,0,0,1
TR23,bristol_bay,red_king_crab,2023,131,0,0,0,2,0,0,2
TR23,bristol_bay,red_king_crab,2023,133,0,0,0,3,0,0,3
TR23,bristol_bay,red_king_crab,2023,134,0,0,0,6,1,0,7
TR23,bristol_bay,red_king_crab,2023,135,0,0,0,14,2,1,17
TR23,bristol_bay,red_king_crab,2023,136,0,0,0,21,4,0,25
TR23,bristol_bay,red_king_crab,2023,137,0,0,0,34,8,0,42
TR23,bristol_bay,red_king_crab,2023,138,0,0,0,53,8,0,61
TR23,bristol_bay,red_king_crab,2023,139,0,0,0,58,5,1,64
TR23,bristol_bay,red_king_crab,2023,140,0,0,0,81,6,0,87
TR23,bristol_bay,red_king_crab,2023,141,0,0,0,87,11,0,98
TR23,bristol_bay,red_king_crab,2023,142,0,0,0,92,12,0,104
TR23,bristol_bay,red_king_crab,2023,143,0,0,0,123,11,2,136
TR23,bristol_bay,red_king_crab,2023,144,0,0,0,133,14,1,148
TR23,bristol_bay,red_king_crab,2023,145,0,0,0,120,16,2,138
TR23,bristol_bay,red_king_crab,2023,146,0,0,0,115,24,2,141
TR23,bristol_bay,red_king_crab,2023,147,0,0,0,120,18,2,140
TR23,bristol_bay,red_king_crab,2023,148,0,0,0,116,22,0,138
TR23,bristol_bay,red_king_crab,2023,149,0,0,0,123,16,4,143
TR23,bristol_bay,red_king_crab,2023,150,0,0,0,122,13,3,138
TR23,bristol_bay,red_king_crab,2023,151,0,0,0,134,19,1,154
TR23,bristol_bay,red_king_crab,2023,152,0,0,0,118,21,3,142
TR23,bristol_bay,red_king_crab,2023,153,0,0,0,120,22,4,146
TR23,bristol_bay,red_king_crab,2023,154,0,0,0,132,18,3,153
TR23,bristol_bay,red_king_crab,2023,155,0,0,0,102,20,3,125
TR23,bristol_bay,red_king_crab,2023,156,0,0,0,104,22,2,128
TR23,bristol_bay,red_king_crab,2023,157,0,0,0,88,29,5,122
TR23,bristol_bay,red_king_crab,2023,158,0,0,0,74,13,3,90
TR23,bristol_bay,red_king_crab,2023,159,0,0,0,88,18,6,112
TR23,bristol_bay,red_king_crab,2023,160,0,0,0,71,9,5,85
TR23,bristol_bay,red_king_crab,2023,161,0,0,0,60,19,3,82
TR23,bristol_bay,red_king_crab,2023,162,0,0,0,74,19,0,93
TR23,bristol_bay,red_king_crab,2023,163,0,0,0,47,19,5,71
TR23,bristol_bay,red_king_crab,2023,164,0,0,0,51,17,5,73
TR23,bristol_bay,red_king_crab,2023,165,0,0,0,47,11,4,62
TR23,bristol_bay,red_king_crab,2023,166,0,0,0,40,15,4,59
TR23,bristol_bay,red_king_crab,2023,167,0,0,0,41,12,2,55
TR23,bristol_bay,red_king_crab,2023,168,0,0,0,29,10,3,42
TR23,bristol_bay,red_king_crab,2023,169,0,0,0,22,8,5,35
TR23,bristol_bay,red_king_crab,2023,170,0,0,0,21,6,2,29
TR23,bristol_bay,red_king_crab,2023,171,0,0,0,16,6,1,23
TR23,bristol_bay,red_king_crab,2023,172,0,0,0,25,3,2,30
TR23,bristol_bay,red_king_crab,2023,173,0,0,0,13,6,0,19
TR23,bristol_bay,red_king_crab,2023,174,0,0,0,20,2,2,24
TR23,bristol_bay,red_king_crab,2023,175,0,0,0,1,6,1,8
TR23,bristol_bay,red_king_crab,2023,176,0,0,0,11,6,1,18
TR23,bristol_bay,red_king_crab,2023,177,0,0,0,7,4,1,12
TR23,bristol_bay,red_king_crab,2023,178,0,0,0,6,2,2,10
TR23,bristol_bay,red_king_crab,2023,179,0,0,0,3,1,1,5
TR23,bristol_bay,red_king_crab,2023,180,0,0,0,3,1,1,5
TR23,bristol_bay,red_king_crab,2023,181,0,0,0,2,1,0,3
TR23,bristol_bay,red_king_crab,2023,183,0,0,0,3,0,0,3
TR23,bristol_bay,red_king_crab,2023,184,0,0,0,1,0,0,1
TR90,bristol_bay,red_king_crab,1990,121,0,0,0,1,0,0,1
TR90,bristol_bay,red_king_crab,1990,122,0,0,0,1,0,0,1
TR90,bristol_bay,red_king_crab,1990,128,0,0,0,1,0,0,1
TR90,bristol_bay,red_king_crab,1990,129,0,0,0,1,0,0,1
TR90,bristol_bay,red_king_crab,1990,131,0,0,0,2,1,0,3
TR90,bristol_bay,red_king_crab,1990,132,0,0,0,12,2,0,14
TR90,bristol_bay,red_king_crab,1990,133,0,0,0,23,4,0,27
TR90,bristol_bay,red_king_crab,1990,134,0,0,0,55,3,1,59
TR90,bristol_bay,red_king_crab,1990,135,0,0,0,63,8,0,71
TR90,bristol_bay,red_king_crab,1990,136,0,0,0,95,14,0,109
TR90,bristol_bay,red_king_crab,1990,137,0,0,0,133,17,0,150
TR90,bristol_bay,red_king_crab,1990,138,0,0,0,125,16,0,141
TR90,bristol_bay,red_king_crab,1990,139,0,0,0,155,12,0,167
TR90,bristol_bay,red_king_crab,1990,140,0,0,0,197,20,1,218
TR90,bristol_bay,red_king_crab,1990,141,0,0,0,204,13,1,218
TR90,bristol_bay,red_king_crab,1990,142,0,0,0,258,34,1,293
TR90,bristol_bay,red_king_crab,1990,143,0,0,0,306,31,0,337
TR90,bristol_bay,red_king_crab,1990,144,0,0,0,196,22,3,221
TR90,bristol_bay,red_king_crab,1990,145,0,0,0,212,23,3,238
TR90,bristol_bay,red_king_crab,1990,146,0,0,0,224,29,6,259
TR90,bristol_bay,red_king_crab,1990,147,0,0,0,221,28,3,252
TR90,bristol_bay,red_king_crab,1990,148,0,0,0,205,43,4,252
TR90,bristol_bay,red_king_crab,1990,149,0,0,0,197,24,4,225
TR90,bristol_bay,red_king_crab,1990,150,0,0,0,228,48,1,277
TR90,bristol_bay,red_king_crab,1990,151,0,0,0,159,32,9,200
TR90,bristol_bay,red_king_crab,1990,152,0,0,0,256,39,3,298
TR90,bristol_bay,red_king_crab,1990,153,0,0,0,237,49,5,291
TR90,bristol_bay,red_king_crab,1990,154,0,0,0,153,29,6,188
TR90,bristol_bay,red_king_crab,1990,155,0,0,0,148,38,7,193
TR90,bristol_bay,red_king_crab,1990,156,0,0,0,174,37,6,217
TR90,bristol_bay,red_king_crab,1990,157,0,0,0,170,39,6,215
TR90,bristol_bay,red_king_crab,1990,158,0,0,0,198,31,3,232
TR90,bristol_bay,red_king_crab,1990,159,0,0,0,152,25,4,181
TR90,bristol_bay,red_king_crab,1990,160,0,0,0,182,34,5,221
TR90,bristol_bay,red_king_crab,1990,161,0,0,0,120,18,4,142
TR90,bristol_bay,red_king_crab,1990,162,0,0,0,132,25,4,161
TR90,bristol_bay,red_king_crab,1990,163,0,0,0,178,24,3,205
TR90,bristol_bay,red_king_crab,1990,164,0,0,0,92,18,3,113
TR90,bristol_bay,red_king_crab,1990,165,0,0,0,104,30,5,139
TR90,bristol_bay,red_king_crab,1990,166,0,0,0,83,19,1,103
TR90,bristol_bay,red_king_crab,1990,167,0,0,0,84,13,3,100
TR90,bristol_bay,red_king_crab,1990,168,0,0,0,92,9,1,102
TR90,bristol_bay,red_king_crab,1990,169,0,0,0,70,12,0,82
TR90,bristol_bay,red_king_crab,1990,170,0,0,0,64,12,1,77
TR90,bristol_bay,red_king_crab,1990,171,0,0,0,42,6,2,50
TR90,bristol_bay,red_king_crab,1990,172,0,0,0,34,7,0,41
TR90,bristol_bay,red_king_crab,1990,173,0,0,0,34,4,0,38
TR90,bristol_bay,red_king_crab,1990,174,0,0,0,18,3,0,21
TR90,bristol_bay,red_king_crab,1990,175,0,0,0,12,2,0,14
TR90,bristol_bay,red_king_crab,1990,176,0,0,0,14,1,0,15
TR90,bristol_bay,red_king_crab,1990,177,0,0,0,9,1,1,11
TR90,bristol_bay,red_king_crab,1990,178,0,0,0,4,1,0,5
TR90,bristol_bay,red_king_crab,1990,179,0,0,0,4,2,0,6
TR90,bristol_bay,red_king_crab,1990,180,0,0,0,5,0,0,5
TR90,bristol_bay,red_king_crab,1990,181,0,0,0,4,1,0,5
TR90,bristol_bay,red_king_crab,1990,182,0,0,0,5,1,0,6
TR90,bristol_bay,red_king_crab,1990,183,0,0,0,2,0,0,2
TR90,bristol_bay,red_king_crab,1990,184,0,0,0,1,0,0,1
TR90,bristol_bay,red_king_crab,1990,185,0,0,0,2,0,0,2
TR90,bristol_bay,red_king_crab,1990,186,0,0,0,1,0,0,1
TR91,bristol_bay,red_king_crab,1991,88,0,0,0,1,0,0,1
TR91,bristol_bay,red_king_crab,1991,93,0,0,0,1,0,0,1
TR91,bristol_bay,red_king_crab,1991,103,0,0,0,1,0,0,1
TR91,bristol_bay,red_king_crab,1991,108,0,0,0,2,0,0,2
TR91,bristol_bay,red_king_crab,1991,110,0,0,0,0,1,0,1
TR91,bristol_bay,red_king_crab,1991,117,0,0,0,1,0,0,1
TR91,bristol_bay,red_king_crab,1991,120,0,0,0,1,0,0,1
TR91,bristol_bay,red_king_crab,1991,121,0,0,0,2,0,0,2
TR91,bristol_bay,red_king_crab,1991,122,0,0,0,2,0,0,2
TR91,bristol_bay,red_king_crab,1991,125,0,0,0,4,0,0,4
TR91,bristol_bay,red_king_crab,1991,126,0,0,0,4,0,0,4
TR91,bristol_bay,red_king_crab,1991,127,0,0,0,5,0,0,5
TR91,bristol_bay,red_king_crab,1991,128,0,0,0,3,1,0,4
TR91,bristol_bay,red_king_crab,1991,129,0,0,0,1,1,0,2
TR91,bristol_bay,red_king_crab,1991,130,0,0,0,21,0,0,21
TR91,bristol_bay,red_king_crab,1991,131,0,0,0,46,0,0,46
TR91,bristol_bay,red_king_crab,1991,132,0,0,0,76,2,0,78
TR91,bristol_bay,red_king_crab,1991,133,0,0,0,123,7,0,130
TR91,bristol_bay,red_king_crab,1991,134,0,0,0,223,13,0,236
TR91,bristol_bay,red_king_crab,1991,135,0,0,0,314,18,0,332
TR91,bristol_bay,red_king_crab,1991,136,0,0,0,447,36,4,487
TR91,bristol_bay,red_king_crab,1991,137,0,0,0,584,36,1,621
TR91,bristol_bay,red_king_crab,1991,138,0,1,0,691,56,0,748
TR91,bristol_bay,red_king_crab,1991,139,0,1,0,807,67,2,877
TR91,bristol_bay,red_king_crab,1991,140,0,0,0,1038,109,3,1150
TR91,bristol_bay,red_king_crab,1991,141,0,0,0,996,94,3,1093
TR91,bristol_bay,red_king_crab,1991,142,0,0,0,1063,103,6,1172
TR91,bristol_bay,red_king_crab,1991,143,0,0,0,1167,109,4,1280
TR91,bristol_bay,red_king_crab,1991,144,0,4,0,1130,115,12,1261
TR91,bristol_bay,red_king_crab,1991,145,0,2,0,1212,110,11,1335
TR91,bristol_bay,red_king_crab,1991,146,0,0,0,1565,114,8,1687
TR91,bristol_bay,red_king_crab,1991,147,0,1,0,1179,112,6,1298
TR91,bristol_bay,red_king_crab,1991,148,0,0,0,1148,103,11,1262
TR91,bristol_bay,red_king_crab,1991,149,0,0,0,1120,135,11,1266
TR91,bristol_bay,red_king_crab,1991,150,0,0,0,1327,120,17,1464
TR91,bristol_bay,red_king_crab,1991,151,0,0,0,1049,121,5,1175
TR91,bristol_bay,red_king_crab,1991,152,0,0,0,1088,139,18,1245
TR91,bristol_bay,red_king_crab,1991,153,0,0,0,1113,140,10,1263
TR91,bristol_bay,red_king_crab,1991,154,0,0,0,1057,130,21,1208
TR91,bristol_bay,red_king_crab,1991,155,0,0,0,999,146,11,1156
TR91,bristol_bay,red_king_crab,1991,156,0,0,0,966,145,11,1122
TR91,bristol_bay,red_king_crab,1991,157,0,0,0,943,147,17,1107
TR91,bristol_bay,red_king_crab,1991,158,0,0,0,886,138,14,1038
TR91,bristol_bay,red_king_crab,1991,159,0,1,0,720,127,15,863
TR91,bristol_bay,red_king_crab,1991,160,0,0,0,858,131,20,1009
TR91,bristol_bay,red_king_crab,1991,161,0,0,0,683,111,19,813
TR91,bristol_bay,red_king_crab,1991,162,0,0,0,721,133,10,864
TR91,bristol_bay,red_king_crab,1991,163,0,0,0,663,128,13,804
TR91,bristol_bay,red_king_crab,1991,164,0,0,0,626,101,13,740
TR91,bristol_bay,red_king_crab,1991,165,0,0,0,566,103,13,682
TR91,bristol_bay,red_king_crab,1991,166,0,0,0,489,82,7,578
TR91,bristol_bay,red_king_crab,1991,167,0,0,0,399,94,12,505
TR91,bristol_bay,red_king_crab,1991,168,0,0,0,398,94,11,503
TR91,bristol_bay,red_king_crab,1991,169,0,0,0,309,70,7,386
TR91,bristol_bay,red_king_crab,1991,170,0,0,0,280,74,7,361
TR91,bristol_bay,red_king_crab,1991,171,0,0,0,235,57,10,302
TR91,bristol_bay,red_king_crab,1991,172,0,0,0,207,51,5,263
TR91,bristol_bay,red_king_crab,1991,173,0,0,0,200,39,7,246
TR91,bristol_bay,red_king_crab,1991,174,0,0,0,144,26,2,172
TR91,bristol_bay,red_king_crab,1991,175,0,0,0,148,28,4,180
TR91,bristol_bay,red_king_crab,1991,176,0,0,0,86,22,1,109
TR91,bristol_bay,red_king_crab,1991,177,0,0,0,69,11,1,81
TR91,bristol_bay,red_king_crab,1991,178,0,0,0,64,10,3,77
TR91,bristol_bay,red_king_crab,1991,179,0,0,0,42,9,0,51
TR91,bristol_bay,red_king_crab,1991,180,0,0,0,31,6,1,38
TR91,bristol_bay,red_king_crab,1991,181,0,0,0,22,4,0,26
TR91,bristol_bay,red_king_crab,1991,182,0,0,0,15,2,0,17
TR91,bristol_bay,red_king_crab,1991,183,0,0,0,12,4,1,17
TR91,bristol_bay,red_king_crab,1991,184,0,0,0,26,1,0,27
TR91,bristol_bay,red_king_crab,1991,185,0,0,0,9,0,0,9
TR91,bristol_bay,red_king_crab,1991,186,0,0,0,7,0,2,9
TR91,bristol_bay,red_king_crab,1991,187,0,0,0,2,0,0,2
TR91,bristol_bay,red_king_crab,1991,188,0,0,0,1,0,0,1
TR91,bristol_bay,red_king_crab,1991,189,0,0,0,1,0,0,1
TR91,bristol_bay,red_king_crab,1991,191,0,0,0,2,0,0,2
TR91,bristol_bay,red_king_crab,1991,195,0,0,0,0,1,0,1
TR92,bristol_bay,red_king_crab,1992,88,0,0,0,1,0,0,1
TR92,bristol_bay,red_king_crab,1992,93,0,0,0,1,0,0,1
TR92,bristol_bay,red_king_crab,1992,95,0,0,0,2,0,0,2
TR92,bristol_bay,red_king_crab,1992,96,0,0,0,1,0,0,1
TR92,bristol_bay,red_king_crab,1992,97,0,0,0,1,0,0,1
TR92,bristol_bay,red_king_crab,1992,98,0,0,0,1,0,0,1
TR92,bristol_bay,red_king_crab,1992,101,0,0,0,1,0,0,1
TR92,bristol_bay,red_king_crab,1992,104,0,0,0,1,0,0,1
TR92,bristol_bay,red_king_crab,1992,105,0,0,0,1,0,0,1
TR92,bristol_bay,red_king_crab,1992,106,0,0,0,2,0,0,2
TR92,bristol_bay,red_king_crab,1992,110,0,0,0,1,0,0,1
TR92,bristol_bay,red_king_crab,1992,114,0,0,0,2,0,0,2
TR92,bristol_bay,red_king_crab,1992,117,0,0,0,2,1,0,3
TR92,bristol_bay,red_king_crab,1992,118,0,0,0,1,0,0,1
TR92,bristol_bay,red_king_crab,1992,120,0,0,0,1,0,0,1
TR92,bristol_bay,red_king_crab,1992,123,0,0,0,2,1,0,3
TR92,bristol_bay,red_king_crab,1992,124,0,0,0,2,0,0,2
TR92,bristol_bay,red_king_crab,1992,125,0,0,0,3,0,0,3
TR92,bristol_bay,red_king_crab,1992,126,0,0,0,1,0,0,1
TR92,bristol_bay,red_king_crab,1992,127,0,0,0,1,0,0,1
TR92,bristol_bay,red_king_crab,1992,128,0,0,0,4,1,0,5
TR92,bristol_bay,red_king_crab,1992,129,0,0,0,6,0,0,6
TR92,bristol_bay,red_king_crab,1992,130,0,0,0,21,1,0,22
TR92,bristol_bay,red_king_crab,1992,131,0,0,0,32,5,0,37
TR92,bristol_bay,red_king_crab,1992,132,0,0,0,50,5,1,56
TR92,bristol_bay,red_king_crab,1992,133,0,0,0,94,14,1,109
TR92,bristol_bay,red_king_crab,1992,134,0,0,0,128,29,1,158
TR92,bristol_bay,red_king_crab,1992,135,0,0,0,198,48,4,250
TR92,bristol_bay,red_king_crab,1992,136,0,0,0,234,30,5,269
TR92,bristol_bay,red_king_crab,1992,137,0,0,0,343,61,6,410
TR92,bristol_bay,red_king_crab,1992,138,0,0,0,395,56,5,456
TR92,bristol_bay,red_king_crab,1992,139,0,1,0,333,62,6,402
TR92,bristol_bay,red_king_crab,1992,140,0,0,0,576,111,8,695
TR92,bristol_bay,red_king_crab,1992,141,0,0,0,430,79,9,518
TR92,bristol_bay,red_king_crab,1992,142,0,0,0,633,97,7,737
TR92,bristol_bay,red_king_crab,1992,143,0,1,0,690,125,14,830
TR92,bristol_bay,red_king_crab,1992,144,0,0,0,642,110,14,766
TR92,bristol_bay,red_king_crab,1992,145,0,0,0,720,143,13,876
TR92,bristol_bay,red_king_crab,1992,146,0,0,0,622,113,13,748
TR92,bristol_bay,red_king_crab,1992,147,0,1,0,760,150,21,932
TR92,bristol_bay,red_king_crab,1992,148,0,0,0,674,134,16,824
TR92,bristol_bay,red_king_crab,1992,149,0,0,0,589,121,13,723
TR92,bristol_bay,red_king_crab,1992,150,0,0,0,793,177,22,992
TR92,bristol_bay,red_king_crab,1992,151,0,0,0,596,141,12,749
TR92,bristol_bay,red_king_crab,1992,152,0,0,0,849,168,25,1042
TR92,bristol_bay,red_king_crab,1992,153,0,0,0,756,198,12,966
TR92,bristol_bay,red_king_crab,1992,154,0,0,0,710,152,31,893
TR92,bristol_bay,red_king_crab,1992,155,0,0,0,701,171,22,894
TR92,bristol_bay,red_king_crab,1992,156,0,0,0,649,154,29,832
TR92,bristol_bay,red_king_crab,1992,157,0,0,0,689,153,23,865
TR92,bristol_bay,red_king_crab,1992,158,0,0,0,640,153,30,823
TR92,bristol_bay,red_king_crab,1992,159,0,0,0,494,143,16,653
TR92,bristol_bay,red_king_crab,1992,160,0,0,0,533,146,21,700
TR92,bristol_bay,red_king_crab,1992,161,0,0,0,438,113,21,572
TR92,bristol_bay,red_king_crab,1992,162,0,0,0,513,156,22,691
TR92,bristol_bay,red_king_crab,1992,163,0,0,0,470,150,22,642
TR92,bristol_bay,red_king_crab,1992,164,0,0,0,409,111,27,547
TR92,bristol_bay,red_king_crab,1992,165,0,0,0,404,110,14,528
